Plant_species	Plot	Elevation	Display_size	Flower_diameter	Floral_depth	Petal_width	Petal_length	Stylus_length	Filament_length	Nectar_depth	Nectar_width	Stylus_position	Filament_position	Plant_height	Flower_inclination	Leaf_inclination	Number_leaves	Number_inflorescense	Number_flowers_per_inflo	Leaf_width	Leaf_length	Leaf_thickness	Leaf_Area	Leaf_weight_fresh	Leaf_weight_dry	Succulence	Specific_leaf_weight	Leaf_lobation
Stellaria_graminea	Piffalpe	1463	7.94	7.94	2.88	3.35	3.45	3.56	3.01	2.88	7.94	0.68	0.13	182	155	175	4	3	1	2.9	14.72	0.04	2.048440238	0.019	0.0061	0.062974744	0.029778755	0.327342494
Stellaria_graminea	Piffalpe	1463	8.43	8.43	2.9	3.04	3.43	3.38	3.13	2.9	8.43	0.48	0.23	187	170	110	4	5	1	3.21	16.22	0.04	NA	0.0411	0.009	NA	NA	NA
Stellaria_graminea	Piffalpe	1463	8.42	8.42	3.03	2.36	4.31	4.6	3.03	3.03	8.42	1.57	0	223	135	165	6	2	1	3.11	17.55	0.07	1.769225377	0.0349	0.0138	0.119261233	0.078000238	0.484589753
Stellaria_graminea	Piffalpe	1463	6.55	6.55	3.03	2.48	4.65	4	3.93	3.03	6.55	0.97	0.9	216	180	135	2	5	1	1.85	5.55	0.03	4.866947073	0.004	NA	NA	NA	0.033138128
Stellaria_graminea	Piffalpe	1463	9.23	9.23	3.2	3.78	3.54	3.89	5.09	3.2	9.23	0.69	1.89	128	170	145	8	2	1	2.74	16.26	0.21	0.513571977	NA	NA	NA	NA	1.362666762
Stellaria_graminea	Piffalpe	1463	11.63	11.63	3.23	4.49	4.05	3.98	4.37	3.23	11.63	0.75	1.14	221	175	165	8	1	1	2.48	18.39	0.19	0.26384502	0.035	0.0127	0.845193136	0.481343176	2.71521601
Stellaria_graminea	Piffalpe	1463	7.66	7.66	3.28	2.78	3.46	3.17	2.36	3.28	7.66	-0.11	-0.92	324	145	170	2	3	1	2.93	14.75	0.03	0.796915528	0.0143	0.008	0.079054803	0.100387051	0.851858044
Stellaria_graminea	Piffalpe	1463	5.38	5.38	3.44	0.91	2.8	3.65	3.44	3.44	5.38	0.21	0	67	160	120	18	1	1	2.53	17.06	0.13	0.676505478	0.0271	0.01	0.252769572	0.147818463	1.002185483
Stellaria_graminea	Piffalpe	1463	6.34	6.34	3.51	2.48	3.18	3.21	2.5	3.51	6.34	-0.3	-1.01	169	160	100	2	3	1	1.38	9.43	0.03	1.521976866	0.0018	NA	NA	NA	0.134308224
Stellaria_graminea	Piffalpe	1463	4.02	4.02	3.63	0.64	2.01	3.68	3.06	3.63	4.02	0.05	-0.57	134	140	135	16	1	1	3.76	14.77	0.1	0.510013258	0.0336	0.0064	0.533319469	0.125486934	1.710435696
Stellaria_graminea	Piffalpe	1463	10.01	10.01	3.76	4	4.18	3.12	4.44	3.76	10.01	-0.64	0.68	172	165	160	10	1	1	2.55	17.8	0.22	0.294097003	0.079	0.0227	1.914334367	0.771854176	2.424317302
Stellaria_graminea	Piffalpe	1463	7.5	7.5	3.85	3.04	3.58	4.09	3.77	3.85	7.5	0.24	-0.08	184	165	115	6	3	1	2.57	17.37	0.08	1.154854539	0.0337	0.0087	0.21647748	0.075334163	0.60719129
Stellaria_graminea	Piffalpe	1463	9.61	9.61	3.91	1.39	4.42	2.25	4.36	3.91	9.61	-1.66	0.45	121	170	100	20	4	1	5.02	20.06	0.13	0.310306329	0.1067	0.0223	2.719892961	0.718644704	5.097578112
Stellaria_graminea	Piffalpe	1463	7.25	7.25	3.99	2.33	4.18	3.84	4.29	3.99	7.25	-0.15	0.3	212	155	135	8	2	1	2.12	14.5	0.05	NA	0.0216	0.0038	NA	NA	NA
Stellaria_graminea	Piffalpe	1463	9.42	9.42	4.08	3.42	5.01	3.13	4.35	4.08	9.42	-0.95	0.27	188	155	165	6	2	1	4.16	20.73	0.25	0.514424089	0.027	0.0104	0.322690954	0.202167827	2.633244663
Stellaria_graminea	Piffalpe	1463	11.09	11.09	4.21	4.42	4.76	3.14	4.7	4.21	11.09	-1.07	0.49	183	160	170	6	1	1	3.45	25.48	0.27	0.696778269	0.065	0.0202	0.642959202	0.289905712	1.981726871
Stellaria_graminea	Piffalpe	1463	8.01	8.01	4.21	1.02	4.11	3.23	3.69	4.21	8.01	-0.98	-0.52	172	160	100	32	8	1	4.39	17.43	0.21	0.295443444	0.0928	0.0161	2.596097546	0.544943553	4.06824807
Stellaria_graminea	Piffalpe	1463	10.91	10.91	4.28	1.11	4.62	3.81	3.9	4.28	10.91	-0.47	-0.38	174	110	90	8	3	1	3.91	18.56	0.12	0.27764985	0.0443	0.0083	1.296597135	0.298937673	4.105604996
Stellaria_graminea	Piffalpe	1463	10.94	10.94	4.58	4.46	3.17	5.1	3.81	4.58	10.94	0.52	-0.77	208	180	145	10	1	1	2.38	12.38	0.24	0.637256966	0.031	0.0125	0.290306752	0.196153211	0.726277997
Stellaria_graminea	Piffalpe	1463	9.44	9.44	4.82	1.48	5.23	2.48	3.09	4.82	9.44	-2.34	-1.73	117	160	130	30	2	1	3.16	20.14	0.11	0.313934827	0.0555	0.0142	1.315559678	0.452323182	3.184394962
Stellaria_graminea	Piffalpe	1463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	222	170	100	6	1	1	NA	NA	NA	0.151756738	0.091	0.0272	NA	1.792342163	NA
Stellaria_graminea	Schupfer_Hochalm	1632	10.9	10.9	1.63	2.71	4.83	4.18	2.99	1.63	10.9	2.55	1.36	106	160	90	4	1	1	2.56	18.01	0.01	0.327128768	0.0408	0.0082	0.996549469	0.250665817	2.213883773
Stellaria_graminea	Schupfer_Hochalm	1632	9.39	9.39	2.51	2.75	4.41	4.31	3.27	2.51	9.39	1.8	0.76	101	145	100	6	1	1	1.63	10.38	0.02	0.133629671	0.0074	0.0035	0.291851351	0.261917879	1.98884957
Stellaria_graminea	Schupfer_Hochalm	1632	9.63	9.63	2.89	3.85	4.84	2.86	4.01	2.89	9.63	-0.03	1.12	137	180	105	4	1	1	2.56	10.47	0.04	0.23718572	0.0161	0.0067	0.39631391	0.282479063	1.775080224
Stellaria_graminea	Schupfer_Hochalm	1632	10	10	2.92	4.02	4.75	3.94	4.05	2.92	10	1.02	1.13	99	135	120	7	1	1	1.96	14.22	0.04	NA	0.0236	0.0078	NA	NA	NA
Stellaria_graminea	Schupfer_Hochalm	1632	8.81	8.81	3.09	2.95	5.43	2.88	3.85	3.09	8.81	-0.21	0.76	69	180	110	4	3	1	1.51	12.14	0.02	0.113001806	0.01	0.004	0.530964965	0.353976644	2.54818014
Stellaria_graminea	Schupfer_Hochalm	1632	11.63	11.63	4.11	5.68	3.98	4.82	3.73	4.11	11.63	0.71	-0.38	106	180	90	8	3	2	2.98	21.3	0.07	0.430754271	0.0782	0.022	1.304688166	0.510732022	2.314654381
Stellaria_graminea	Schupfer_Hochalm	1632	11.96	11.96	4.84	4.61	5.32	4.66	4.41	4.84	11.96	-0.18	-0.43	122	180	125	6	1	1	2.7	27.89	0.01	0.559522156	0.0826	0.0197	1.124173535	0.352086147	2.114048113
Stellaria_nemorum	Hochmais	1860	20	13.6	8.07	2.63	10.04	4.64	7.7	5	2.23	-0.36	2.7	325	150	110	12	2	1	15.11	28.57	0.28	2.804278149	0.137	0.0731	0.227866127	0.260673143	2.41809575
Stellaria_nemorum	Hochmais	1860	16.16	16.16	9.18	2.13	13.3	7.71	NA	6.17	2.24	1.54	NA	265	70	100	11	1	1	14.98	36.51	0.28	3.489966555	0.121	0.057	0.183382846	0.163325347	2.461627065
Stellaria_nemorum	Hochmais	1860	13	11.68	10.55	2.11	10.3	6.74	8.06	5.6	1.97	1.14	2.46	382	135	100	18	1	1	19.55	48.66	0.3	6.081661093	0.237	0.1333	0.170512625	0.219183539	2.457064337
Taraxacum_campylodes	Fuscher_Tal	1181	27.61	1.04	11.51	1.04	11.51	8.38	6.64	4.78	0.35	3.6	1.86	80	160	95	7	1	44	14.72	51.44	0.17	4.103955906	0.2479	0.2122	0.086989239	0.517062086	2.898184043
Taraxacum_campylodes	Fuscher_Tal	1181	35.35	1.21	12.04	1.21	12.04	12.27	10.39	5.85	0.33	6.42	4.54	140	175	150	12	1	40	14.17	87.75	0.16	7.459499058	0.5561	0.4948	0.0821771	0.663315319	2.618346924
Taraxacum_campylodes	Fuscher_Tal	1181	37.02	0.73	12.05	0.73	12.05	11.18	7.62	3.8	0.35	7.38	3.82	81	170	105	12	1	60	19.91	68.14	0.17	6.941254448	0.6639	0.602	0.089176964	0.867278393	3.070119651
Taraxacum_campylodes	Fuscher_Tal	1181	30.51	0.66	13.74	0.66	13.74	11.25	9.81	5.92	0.34	5.33	3.89	86	160	100	8	1	60	12.77	77.76	0.15	5.760831647	0.4304	0.3704	0.104151629	0.642962723	2.707583398
Taraxacum_campylodes	Fuscher_Tal	1181	40.3	0.76	14.26	0.76	14.26	13.58	9.68	5.44	0.31	8.14	4.24	70	130	100	7	1	56	21.2	113.92	0.14	11.19074862	0.8473	0.7598	0.078189586	0.678953684	3.389975614
Taraxacum_campylodes	Fuscher_Tal	1181	34.26	1.31	14.87	1.31	14.87	11.16	9.56	5.76	0.32	5.4	3.8	115	175	110	15	1	25	19.96	84.26	0.17	6.985906649	0.5181	0.4599	0.083310589	0.65832543	3.781630489
Taraxacum_campylodes	Fuscher_Tal	1181	24.41	0.99	18.82	0.99	18.82	11.21	9.26	6.28	0.35	4.93	2.98	138	170	85	7	1	80	15.9	85.08	0.14	5.817832973	0.4352	0.3685	0.114647499	0.633397352	3.652441207
Taraxacum_campylodes	Piffalpe	1463	36.66	0.77	12.18	1.69	12.18	9.13	6.83	3.8	0.5	5.33	3.03	168	165	140	7	1	NA	27.55	90.97	0.2	NA	0.1995	NA	NA	NA	NA
Taraxacum_campylodes	Piffalpe	1463	37.77	0.75	13.33	2.07	13.33	9.35	7.4	3.44	0.56	5.91	3.96	101	175	100	6	1	NA	23.24	79.71	0.31	NA	NA	NA	NA	NA	NA
Taraxacum_campylodes	Piffalpe	1463	51.2	0.93	13.82	2.35	13.82	11.22	9.3	3.74	0.61	7.48	5.56	146	155	115	9	1	NA	46.19	122.47	0.3	NA	0.2747	NA	NA	NA	NA
Taraxacum_campylodes	Piffalpe	1463	39.67	0.6	13.83	1.56	13.83	11.66	9.05	3.06	0.37	8.6	5.99	292	170	110	4	1	NA	21.44	88.27	0.34	NA	0.2399	NA	NA	NA	NA
Taraxacum_campylodes	Piffalpe	1463	44.22	0.98	14.14	2.16	14.14	12.54	9.72	4.67	0.6	7.87	5.05	166	140	130	15	1	NA	33.41	148.48	0.35	NA	0.3757	NA	NA	NA	NA
Taraxacum_campylodes	Piffalpe	1463	38.89	0.72	14.6	1.98	14.6	12.06	9.46	4.1	0.48	7.96	5.36	186	160	100	6	1	NA	20.71	93.93	0.32	NA	0.2584	NA	NA	NA	NA
Taraxacum_campylodes	Piffalpe	1463	49.35	0.93	15.89	2.26	15.89	11.67	9.1	3.78	0.79	7.89	5.32	170	155	140	11	1	NA	31.13	106.72	0.27	NA	0.2205	NA	NA	NA	NA
Taraxacum_campylodes	Piffalpe	1463	40.05	0.82	15.97	1.99	15.97	12.45	10.48	5.08	0.51	7.37	5.4	144	160	150	20	1	NA	37.85	116.4	0.31	NA	0.3228	NA	NA	NA	NA
Taraxacum_campylodes	Piffalpe	1463	39.55	0.92	16.54	2.22	16.54	13.47	9.63	3.95	0.64	9.52	5.68	232	175	130	4	1	NA	39.34	94.21	0.38	NA	0.1646	NA	NA	NA	NA
Taraxacum_campylodes	Piffalpe	1463	45.3	0.94	18.41	2.78	18.41	11.07	9.15	3.64	0.69	7.43	5.51	184	155	170	6	1	NA	23.74	73.64	0.41	NA	0.6264	NA	NA	NA	NA
Thymus_praecox	Fuscher_Tal	1181	18.72	4.27	3.97	1.25	5.54	4.76	8.84	3.51	1.79	1.25	5.33	84	125	130	13	12	1	NA	NA	NA	0.272456128	0.0337	0.0155	0.667997455	0.568898931	NA
Thymus_praecox	Fuscher_Tal	1181	12.77	3.99	5.15	1.42	4.45	4.73	6.42	3.12	1.48	1.61	3.3	59	125	90	12	5	1	NA	NA	NA	0.160227509	0.0251	0.0123	0.79886407	0.767658442	NA
Thymus_praecox	Fuscher_Tal	1181	12.58	2.85	5.35	1.34	4.63	3.4	3.37	3.13	1.11	0.27	0.24	98	120	125	14	9	2	NA	NA	NA	0.195047513	0.0195	0.009	0.538330371	0.461426032	NA
Thymus_praecox	Fuscher_Tal	1181	17.59	3.91	5.51	1.72	5.87	9.11	6.65	4.07	1.77	5.04	2.58	67	105	100	12	12	1	NA	NA	NA	0.206284248	0.0376	0.0145	1.119814054	0.702913584	NA
Thymus_praecox	Fuscher_Tal	1181	15.18	3.17	6.88	1.11	5.01	4.65	7.63	4.01	1.2	0.64	3.62	83	130	135	8	9	1	NA	NA	NA	0.210237914	0.03	0.0133	0.794338171	0.632616627	NA
Thymus_praecox	Fuscher_Tal	1181	19.13	4.47	6.95	2.23	5.57	6.56	7.34	4.47	1.96	2.09	2.87	85	115	120	17	6	1	NA	NA	NA	0.241381702	0.0234	0.0083	0.62556523	0.343853736	NA
Thymus_praecox	Fuscher_Tal	1181	13.83	3.81	7.41	1.51	5.61	4.24	7.72	4.37	1.32	-0.13	3.35	50	150	120	9	8	2	NA	NA	NA	0.396060207	0.044	0.0139	0.759985464	0.350956742	NA
Thymus_praecox	Fuscher_Tal	1181	14.14	2.97	7.41	1.59	6.71	5.26	7.23	4.28	1.37	0.98	2.95	62	130	110	9	11	1	NA	NA	NA	0.208573212	0.0578	0.0237	1.634917527	1.136291654	NA
Thymus_praecox	Fuscher_Tal	1181	14.19	4.08	8.1	1.67	5.34	5.07	7.45	3.69	1.44	1.38	3.76	89	115	140	9	6	1	NA	NA	NA	0.168620379	0.021	0.0109	0.598978609	0.646422459	NA
Thymus_praecox	Fuscher_Tal	1181	15.81	3.06	8.11	2.07	5.38	4.94	8.51	5	2.24	-0.06	3.51	64	110	90	9	7	1	NA	NA	NA	0.152736353	0.0208	0.0111	0.635081289	0.726742506	NA
Thymus_praecox	Hexenkueche	2080	10.63	3.81	5	1.74	5.24	5.01	4.24	3.85	1.12	1.16	0.39	21	135	90	8	3	1	4.5	7.32	0.17	0.216777817	0.0295	0.0085	0.968733807	0.392106541	2.386869271
Thymus_praecox	Hexenkueche	2080	12.75	5.18	5.71	1.99	6.83	7.87	5.87	4.76	1.44	3.11	1.11	114	150	60	8	2	1	4.41	8.11	0.21	0.215373815	0.0355	0.0125	1.067910693	0.580386246	2.608473445
Thymus_praecox	Hexenkueche	2080	8.65	6.52	5.75	1.52	6.09	4.7	4.87	3.36	1.37	1.34	1.51	41	110	95	14	7	1	3.43	6.25	0.16	0.17044577	0.0206	0.0081	0.733371089	0.475224466	1.975639892
Thymus_praecox	Hexenkueche	2080	14.75	4.98	6.04	1.77	9.02	8.41	8.63	5.3	1.21	3.11	3.33	37	100	95	6	4	1	3.06	5.41	0.17	0.125798526	0.0237	0.0096	1.120839842	0.763124999	2.067107278
Thymus_praecox	Hexenkueche	2080	9.66	5.38	6.15	1.79	7.13	4.26	6.02	4.84	1.4	-0.58	1.18	55	140	90	3	5	2	2.81	5.35	0.17	0.109301509	0.0099	0.0042	0.521493258	0.38425819	2.160497764
Thymus_praecox	Hexenkueche	2080	14.87	4.85	6.7	1.66	8.21	7.52	6.87	6.19	1.49	1.33	0.68	67	150	45	6	7	1	4.99	8.22	0.21	0.287048087	0.0403	0.0118	0.992865004	0.411080949	2.244592892
Thymus_praecox	Hexenkueche	2080	14.61	4.62	6.91	1.67	7.54	4.6	6.37	5.444	1.45	-0.844	0.926	213	135	90	10	8	1	5.37	8.2	0.2	0.295682696	0.0375	0.0124	0.848882953	0.419368471	2.33927945
Thymus_praecox	Hexenkueche	2080	15.48	5.81	6.94	2.16	8.31	5.76	7.85	5.59	1.82	0.17	2.26	112	135	95	6	10	1	5.48	8.88	0.24	0.347209547	0.0526	0.0158	1.05987869	0.455056612	2.201515478
Thymus_praecox	Hexenkueche	2080	11.62	5.66	6.99	2.06	7.8	5.79	5.87	5.2	1.7	0.59	0.67	28	140	85	6	4	1	4.16	7.05	0.25	0.218181818	0.0249	0.0095	0.705833334	0.435416667	2.111464424
Thymus_praecox	Hexenkueche	2080	18.5	4.8	8.25	2.59	8.32	5.88	8.84	6.26	1.64	-0.38	2.58	50	110	90	6	2	1	5.93	9.89	0.28	0.392558793	0.0838	0.0208	1.604855148	0.529856938	2.346746357
Thymus_praecox	Hochmais	1860	15.33	2.9	4.66	1.8	6.7	5.9	7.92	4.21	0.53	1.69	3.71	45	130	135	10	10	1	5.17	7.25	0.24	NA	NA	NA	NA	NA	NA
Thymus_praecox	Hochmais	1860	9.39	5.08	5.1	2.06	6.53	4.07	6.5	3.5	0.79	0.57	3	43	135	85	10	5	1	5.48	4.72	0.25	0.203761093	0.0244	0.0095	0.731248531	0.466232285	1.99398172
Thymus_praecox	Hochmais	1860	11.69	3.54	5.13	1.75	5.76	6.83	NA	4.7	0.65	2.13	NA	79	125	85	10	15	1	6.49	9.3	0.18	0.410269052	0.0558	0.0132	1.038343004	0.321740086	2.310887293
Thymus_praecox	Hochmais	1860	23.72	3.91	5.3	2.62	6.27	4.66	6.87	4.24	0.97	0.42	2.63	7	135	125	9	3	5	4	4.89	0.16	0.308141992	NA	NA	NA	NA	0.997097992
Thymus_praecox	Hochmais	1860	8.1	4.54	5.75	1.7	6.22	3.17	6.89	4.22	0.9	-1.05	2.67	29	130	90	9	3	1	4.76	5.42	0.25	0.169108325	0.0305	0.0147	0.93431237	0.869265307	2.396410029
Thymus_praecox	Hochmais	1860	7.98	3.49	6.61	2	7.13	6.7	7.25	4.67	0.74	2.03	2.58	31	135	120	4	4	1	3.42	6.92	0.23	0.101070573	0.0258	0.0206	0.514491988	2.038179797	3.678132327
Thymus_praecox	Hochmais	1860	28.69	5.38	6.77	2.33	7.51	4.76	7.41	5.19	0.9	-0.43	2.22	81	135	80	8	6	3	5.93	7.61	0.19	0.439287224	0.043	0.0068	0.824062209	0.154796216	1.613654876
Thymus_praecox	Hochmais	1860	14.86	4.58	7.32	2.47	7.48	8.52	7.66	5.35	0.82	3.17	2.31	48	125	80	10	16	1	5.6	7.81	0.23	0.202211579	0.0562	0.0054	NA	0.267047022	3.397448776
Thymus_praecox	Nassfeld	2283	10.29	3.27	3.98	1.21	3.92	5.81	4.22	1.63	1.17	4.18	2.59	44	150	155	5	5	1	4.57	7.63	0.26	0.184946683	0.0282	0.0115	0.902962937	0.621800825	2.961515898
Thymus_praecox	Nassfeld	2283	13.76	2.13	4.16	1.25	3.95	4.89	2.97	2.29	1.16	2.6	0.68	53	165	60	6	2	1	6.16	7.1	0.19	0.329594239	0.0504	0.0173	1.004265126	0.524887815	2.084391656
Thymus_praecox	Nassfeld	2283	7.98	3.02	4.22	1.42	3.95	4.8	2.97	2.76	1.11	2.04	0.21	41	175	165	3	5	1	3.67	4.32	0.28	0.125744357	0.0261	0.0105	1.240612332	0.835027531	1.980528898
Thymus_praecox	Nassfeld	2283	8.78	2.89	4.39	1.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Thymus_praecox	Nassfeld	2283	10.13	2.93	4.53	1.27	4.18	4.63	4.29	1.66	1.15	2.97	2.63	60	170	125	4	6	1	3.1	6.16	0.14	0.154687716	0.0182	0.0079	0.665857656	0.510706358	1.939127904
Thymus_praecox	Nassfeld	2283	7.96	2.13	4.59	1.45	3.94	4.72	2.82	2.6	0.84	2.12	0.22	46	170	135	4	9	1	3.45	4.55	0.19	0.146863315	0.0205	0.0083	0.830704387	0.565151345	1.678947213
Thymus_praecox	Nassfeld	2283	11.95	3.6	4.75	2.24	4.28	7.95	5.86	3.03	1.58	4.92	2.83	50	150	125	5	5	1	4.81	7.13	0.16	0.268522365	0.041	0.013	1.042743684	0.484130996	2.006199047
Thymus_praecox	Nassfeld	2283	13	2.92	5.23	1.37	5.2	5.25	4.32	2.25	1.53	3	2.07	58	150	115	4	3	1	4.2	7.15	0.23	0.264298574	0.0354	0.0128	0.855093528	0.484300759	1.784762323
Thymus_praecox	Piffalpe	1463	18.02	3.15	4.68	1.51	4.68	5.59	3.67	3.41	1.17	2.18	0.26	110	145	40	6	5	1	4.24	6.81	0.1	0.243220517	0.0329	0.013	0.818187554	0.534494382	1.864801622
Thymus_praecox	Piffalpe	1463	12.12	3.34	4.84	1.87	4.84	5.8	3.96	2.79	1.16	3.01	1.17	23	135	115	8	6	1	2.2	6.01	0.33	0.163293789	0.011	0.0058	0.318444445	0.355188035	1.271883588
Thymus_praecox	Piffalpe	1463	23.3	3.41	4.87	1.63	4.87	4.77	3.96	3.86	1.33	0.91	0.1	67	130	90	10	4	1	5.05	6.49	0.19	0.223880597	0.0207	0.015	0.2546	0.67	2.299532202
Thymus_praecox	Piffalpe	1463	18.99	3.08	5.15	1.36	5.15	5.14	3.27	4.09	1.03	1.05	-0.82	83	115	75	7	4	1	3.92	7.97	0.15	0.217924462	0.0366	0.014	1.037056593	0.642424438	2.251947611
Thymus_praecox	Piffalpe	1463	11.59	3.69	5.22	1.79	5.22	4.61	6.33	3.53	1.6	1.08	2.8	52	140	45	3	7	1	3.58	6.67	0.1	0.137341462	0.0205	0.009	0.83732908	0.655301019	2.731033777
Thymus_praecox	Piffalpe	1463	29.67	3.03	5.25	1.56	5.25	5.02	2.89	3.69	1.04	1.33	-0.8	72	145	95	8	3	1	4.31	8.27	0.15	0.214210637	0.0229	0.012	0.508844946	0.560196271	2.613735425
Thymus_praecox	Piffalpe	1463	9.7	3.26	5.4	1.48	5.4	6.23	3.99	4.27	1.24	1.96	-0.28	58	135	160	8	8	1	4.11	7.66	0.13	0.212879266	0.0329	0.012	0.981777154	0.563699802	2.323042228
Thymus_praecox	Piffalpe	1463	10.05	4	5.48	2.13	5.48	4.34	6.51	4.44	1.39	-0.1	2.07	139	125	95	14	3	1	6.93	4.74	0.32	0.440195394	0.0346	0.0174	0.390735574	0.395279011	1.172157469
Thymus_praecox	Piffalpe	1463	14.78	3.93	5.48	2.05	5.48	5.11	3.89	3.28	1.63	1.83	0.61	104	140	90	14	13	1	5.06	6.67	0.36	0.455547802	0.0443	0.0181	0.57513174	0.397323836	1.163756909
Thymus_praecox	Piffalpe	1463	14.56	3.45	5.55	1.51	5.55	6.4	3.5	4.75	0.96	1.65	-1.25	112	135	85	5	6	1	6.8	11.42	0.15	0.525401163	0.0847	0.028	1.079175381	0.532926114	2.321688038
Thymus_praecox	Piffalpe	1463	15.87	4.99	6.33	1.73	6.33	4.36	6.6	4.46	1.42	-0.1	2.14	81	140	80	6	10	1	4.61	9.8	0.13	0.294723565	0.0451	0.021	0.817715407	0.712532098	2.407864347
Thymus_praecox	Piffalpe	1463	8.76	4.33	6.34	2.18	6.05	7.09	4.28	4.62	1.57	2.47	-0.34	42	130	75	12	4	1	3.61	5.04	0.29	0.229727844	0.0201	0.0097	0.452709598	0.42223876	1.244067597
Thymus_praecox	Piffalpe	1463	12.63	4.86	6.71	1.82	6.71	4.4	8.13	5.38	1.34	-0.98	2.75	51	150	75	12	7	1	3.66	8.2	0.36	0.381228193	0.0247	0.0127	0.314772103	0.333133809	1.2366016
Thymus_praecox	Piffalpe	1463	22.05	4.59	6.82	2.28	6.82	8.25	7.79	5.16	1.39	3.09	2.63	96	155	50	10	7	1	3.75	7.88	0.18	0.214350781	0.026	0.011	0.699787513	0.51317751	2.165470601
Thymus_praecox	Piffalpe	1463	14.3	4.97	7.23	2.34	7.23	8.3	8.31	5.28	1.64	3.02	3.03	96	125	115	11	4	1	4.56	7.68	0.17	0.208955224	0.0275	0.013	0.693928571	0.622142857	2.632647461
Thymus_praecox	Piffalpe	1463	11.37	4.7	7.36	1.72	7.36	4.5	7.8	6.01	1.81	-1.51	1.79	85	125	50	14	11	1	3.79	6.41	0.35	0.298883461	0.0276	0.0124	0.508559421	0.414877423	1.276777536
Thymus_praecox	Piffalpe	1463	17.36	5.3	7.77	2.65	7.13	4.87	8.57	5.1	1.74	-0.23	3.47	98	140	75	11	16	1	5.03	6.23	0.32	0.416189812	0.0273	0.0129	0.345995976	0.309954728	1.182726871
Thymus_praecox	Schupfer_Hochalm	1632	14.21	3.26	5.5	1.54	5.05	5.64	2.73	3.71	0.77	1.93	-0.98	71	150	125	13	5	1	NA	NA	NA	0.262031715	0.0164	0.0069	0.362551533	0.263326903	NA
Thymus_praecox	Schupfer_Hochalm	1632	13.8	3.45	5.51	1.56	5.65	6.2	5.56	4.19	1.02	2.01	1.37	78	130	90	8	8	1	NA	NA	NA	0.239941832	0.0322	0.0127	0.812696971	0.52929495	NA
Thymus_praecox	Schupfer_Hochalm	1632	11.26	3.4	5.62	1.47	5.16	6.8	6.07	3.68	1.58	3.12	2.39	58	145	130	5	10	1	NA	NA	NA	0.131223599	0.0197	0.0076	0.922090241	0.579164118	NA
Thymus_praecox	Schupfer_Hochalm	1632	11.86	4.29	5.89	2.06	5.72	4.45	6.87	3.93	1.34	0.52	2.94	62	150	160	10	6	1	NA	NA	NA	0.229623987	0.0364	0.0161	0.884053982	0.701146261	NA
Thymus_praecox	Schupfer_Hochalm	1632	16.95	4.33	6.13	1.76	6.19	4.24	6.35	4.54	1.1	-0.3	1.81	39	165	130	11	6	5	NA	NA	NA	0.148812409	0.0273	0.0093	1.209576548	0.624947883	NA
Thymus_praecox	Schupfer_Hochalm	1632	15.55	4.02	6.3	1.96	5.45	7.66	7.27	4.77	1.1	2.89	2.5	68	150	120	11	6	3	NA	NA	NA	0.154975417	0.0253	0.0072	1.167927169	0.464589813	NA
Thymus_praecox	Schupfer_Hochalm	1632	14.24	4.42	6.34	1.64	5.97	4.65	6.66	4.08	1.8	0.57	2.58	93	170	100	8	7	3	NA	NA	NA	0.282113427	0.0383	0.0132	0.889713059	0.467896907	NA
Thymus_praecox	Schupfer_Hochalm	1632	11.44	5.61	6.37	1.96	6.18	5.24	6.98	4.37	1.8	0.87	2.61	46	145	125	16	3	1	NA	NA	NA	0.061976317	0.0248	0.0101	NA	1.62965476	NA
Thymus_praecox	Schupfer_Hochalm	1632	15.01	5.39	6.92	2.42	6	4.95	8.12	4.62	1.15	0.33	3.5	60	140	120	6	6	1	NA	NA	NA	0.28737622	0.0055	0.0024	0.10787253	0.083514217	NA
Thymus_praecox	Schupfer_Hochalm	1632	16.02	4.85	7.07	2.64	5.56	8.13	8.43	5.44	1.8	2.69	2.99	89	135	90	8	8	1	NA	NA	NA	0.199916903	0.0331	0.015	0.90537617	0.750311743	NA
Tofieldia_calyculata	Hexenkueche	2080	13.18	4.98	1.94	1.02	2.71	3.22	2.95	0	0	3.22	2.95	118	165	135	7	1	14	2.9	53.57	0.16	0.743210221	0.274	0.1062	2.25777304	1.428936215	3.283430648
Tofieldia_calyculata	Hexenkueche	2080	16.22	6.52	2.05	0.82	3.37	4.39	4.42	0	0	4.39	4.42	91	170	140	6	1	15	2.96	54.48	0.17	1.808629477	0.229	0.0948	0.741998302	0.524153793	1.400551498
Tofieldia_calyculata	Hexenkueche	2080	10.36	4.77	2.53	0.75	2.43	2.74	3.17	0	0	2.74	3.17	93	175	160	9	1	9	2.35	36.94	0.22	1.054108776	0.139	0.0653	0.69916883	0.61948066	1.293597601
Tofieldia_calyculata	Hexenkueche	2080	10.37	4.6	2.63	0.61	2.78	3.51	3.39	0	0	3.51	3.39	101	160	150	6	1	9	2.42	38.55	0.2	0.64092718	0.108	0.054	0.842529412	0.842529412	2.286393286
