Plant_species	Plot	Elevation	Display_size	Flower_diameter	Floral_depth	Petal_width	Petal_length	Stylus_length	Filament_length	Nectar_depth	Nectar_width	Stylus_position	Filament_position	Plant_height	Flower_inclination	Leaf_inclination	Number_leaves	Number_inflorescense	Number_flowers_per_inflo	Leaf_width	Leaf_length	Leaf_thickness	Leaf_Area	Leaf_weight_fresh	Leaf_weight_dry	Succulence	Specific_leaf_weight	Leaf_lobation
Achillea_atrata	Nassfeld	2283	29	1.49	2.73	0.5	2.8	2.76	2.08	2.66	0.62	0.1	-0.58	119	160	155	4	4	39	13.08	35.89	0.4	1.607563546	0.3617	0.0569	1.896037023	0.353951793	4.587044254
Achillea_atrata	Nassfeld	2283	34	1.37	2.84	0.49	2.23	2.88	2.57	2.04	0.72	0.84	0.53	317	165	175	12	7	18	16.06	41.37	0.33	2.014672453	0.3615	0.0675	1.459294287	0.335042056	5.180199559
Achillea_atrata	Nassfeld	2283	41	1.58	3.01	0.51	2.35	3.01	3.1	2.15	0.61	0.86	0.95	132	170	170	4	6	19	7.9	24.5	0.4	0.908589929	0.1967	0.0354	1.775278317	0.389614708	3.346147908
Achillea_atrata	Nassfeld	2283	27	1.84	3.29	0.67	2.53	3.41	3.24	2.03	0.7	1.38	1.21	170	175	145	8	3	13	10.88	34.8	0.46	1.324033891	0.4143	0.0651	2.637394725	0.491679257	4.491887953
Achillea_atrata	Nassfeld	2283	36	1.64	3.36	0.61	2.61	3.37	2.89	2.59	0.76	0.78	0.3	235	175	170	12	6	37	14.11	37.27	0.42	2.35820073	0.5466	0.1106	1.848867208	0.469001636	3.502882052
Achillea_atrata	Nassfeld	2283	21	2.18	3.67	0.53	2.91	3.67	2.98	2.7	0.86	0.97	0.28	115	175	135	9	2	19	10.89	27.57	0.39	1.424054557	0.3244	0.0723	1.770297344	0.507705268	3.311752669
Achillea_atrata	Nassfeld	2283	30	1.57	3.77	0.56	3.2	3.77	3.02	2.29	0.82	1.48	0.73	155	180	125	7	5	21	18.06	43.3	0.37	2.488806227	0.4888	0.1023	1.552953363	0.411040437	4.935537257
Achillea_millefolium	Fuscher_Tal	1181	26.57	1.01	2.09	0.38	0.78	0.89	0.71	0.58	0.36	0.31	0.13	275	160	130	8	4	38	5.51	29.43	0.13	1.023402778	0.2177	0.0948	1.200895704	0.926321503	2.488944121
Achillea_millefolium	Fuscher_Tal	1181	40.64	0.86	2.38	0.45	1.05	0.83	0.83	0.85	0.37	-0.02	-0.02	440	170	110	9	3	61	8.94	70.94	0.12	3.759930556	0.3904	0.3617	NA	0.961985852	2.649529481
Achillea_millefolium	Fuscher_Tal	1181	44.37	0.54	2.4	0.28	1.01	0.83	1.17	1	0.3	-0.17	0.17	405	170	120	6	2	76	16.1	170	0.17	10.42604167	1.1281	1.0327	NA	0.990500549	4.123587534
Achillea_millefolium	Fuscher_Tal	1181	38.64	0.88	2.53	0.39	1.14	1.14	1.25	1.68	0.55	-0.54	-0.43	347	145	90	7	3	52	11.7	74.52	0.12	4.906597222	0.4822	0.4329	NA	0.882281509	2.791246403
Achillea_millefolium	Fuscher_Tal	1181	45.86	1.16	2.54	1.11	0.58	0.72	1.19	1.29	0.51	-0.57	-0.1	308	180	110	6	8	49	6.1	40.59	0.22	1.660208333	0.4038	0.1603	1.466683398	0.965541473	2.342643342
Achillea_millefolium	Fuscher_Tal	1181	23.22	0.94	4.38	0.55	1.05	1.04	0.86	0.58	0.5	0.46	0.28	94	155	120	8	9	10	5.36	20.99	0.12	0.749236111	0.1523	0.0811	0.950301233	1.082435814	2.358730943
Achillea_millefolium	Fuscher_Tal	1181	35.41	0.72	2.11	0.45	0.92	0.55	0.75	0.78	0.54	-0.23	-0.03	267	160	110	6	6	41	5.12	65.19	0.14	2.422986111	0.3068	0.2744	NA	1.132486888	2.16381384
Achillea_millefolium	Hochmais	1860	34.92	1.54	1.06	0.63	1.45	1.69	1.55	0.86	0.68	0.83	0.69	148	165	160	12	7	42	11.21	54.03	0.27	3.804518114	1.1547	0.2966	2.255476185	0.77959939	2.500695433
Achillea_millefolium	Hochmais	1860	27.06	1.54	1.16	0.43	1.71	2.41	2.23	1.32	1	1.09	0.91	282	180	135	7	6	28	12.01	54.72	0.3	2.817107288	0.6296	0.1845	1.579989523	0.654927133	3.664422879
Achillea_millefolium	Hochmais	1860	32.27	1.83	1.17	0.51	1.46	1.77	1.53	0.92	0.73	0.85	0.61	223	180	135	6	4	32	15.32	60.15	0.23	4.073366904	1.0832	0.242	2.065122096	0.594103123	3.553536197
Achillea_millefolium	Hochmais	1860	31.07	1.49	1.34	0.47	1.95	2.1	1.67	1.08	0.83	1.02	0.59	183	180	95	9	8	24	13.11	51.97	0.26	3.522100993	0.7467	0.1999	1.552482456	0.567558967	3.038599631
Achillea_millefolium	Hochmais	1860	58.5	1.45	1.71	0.43	1.57	2.21	1.87	1.03	0.78	1.18	0.84	249	180	170	9	7	86	18.08	81.22	0.24	6.913064764	1.8149	0.4354	1.995497	0.62982196	3.336650072
Achillea_millefolium	Hochmais	1860	35.32	1.17	1.71	0.51	1.63	2.54	1.97	1.15	1.05	1.39	0.82	479	180	105	4	5	43	25.12	56.8	0.27	6.22170933	1.5163	0.3406	1.889673621	0.547437982	3.602285502
Achillea_millefolium	Hochmais	1860	26.87	1.42	1.89	0.46	1.81	1.94	1.87	1.32	0.81	0.62	0.55	208	180	125	2	4	32	19.74	69.01	0.24	5.380472793	1.3099	0.2377	1.99276168	0.441782738	3.977027675
Achillea_millefolium	Piffalpe	1463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	327	180	110	6	NA	NA	17.33	48.14	0.31	3.669096313	0.897	NA	NA	NA	3.571621377
Achillea_millefolium	Piffalpe	1463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	286	170	120	4	NA	NA	9.98	57.53	0.18	2.431038143	0.621	0.1836	1.799231334	0.755232905	3.709821547
Achillea_millefolium	Piffalpe	1463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	349	180	85	5	NA	NA	9.34	62.66	0.17	3.570094119	0.932	0.3416	1.653737914	0.956837519	2.575001451
Achillea_millefolium	Piffalpe	1463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	244	180	135	6	NA	NA	9.15	67.26	0.22	3.639020593	0.851	0.3413	1.400651596	0.937889719	2.656521413
Achillea_millefolium	Piffalpe	1463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	157	180	90	9	NA	NA	7.14	45.56	0.21	1.950321987	0.473	0.17	1.553589623	0.871650943	2.619964986
Achillea_millefolium	Piffalpe	1463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	224	175	100	4	NA	NA	10.41	53.86	0.19	3.262684877	0.744	0.2743	1.439611908	0.840718642	2.699366325
Achillea_millefolium	Piffalpe	1463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	403	180	90	5	NA	NA	19.15	62.66	0.15	5.379874036	1.188	0.3529	1.552266827	0.655963314	3.503538858
Achillea_millefolium	Piffalpe	1463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	365	175	120	8	NA	NA	12.43	58.89	0.25	4.280730309	0.819	0.2537	1.32056906	0.592655883	2.686053709
Achillea_millefolium	Schupfer_Hochalm	1632	39	1.25	2.07	0.41	2.56	2.52	2.2	1.98	0.61	0.54	0.22	243	180	135	4	8	27	12.41	47.52	0.25	3.284153386	1.0126	0.2514	2.317796736	0.765494088	2.820620499
Achillea_millefolium	Schupfer_Hochalm	1632	37.71	1.44	2.19	0.47	2.39	2.43	2.7	2.05	0.44	0.38	0.65	425	180	120	7	3	38	18.43	70.17	0.19	6.900619389	2.0186	0.5754	2.091406465	0.833838193	2.943802127
Achillea_millefolium	Schupfer_Hochalm	1632	31.22	1.51	2.3	0.33	2.7	2.3	2.31	1.83	0.61	0.47	0.48	318	180	115	7	1	31	7.7	36.42	0.13	1.912589603	0.5225	0.1333	2.03493734	0.696960811	2.303184627
Achillea_millefolium	Schupfer_Hochalm	1632	44.15	1.04	2.99	0.38	2.38	2.81	2.6	1.87	0.52	0.94	0.73	356	180	90	5	3	74	11.33	47.53	0.12	3.424177048	0.7621	0.2684	1.441806288	0.783837974	2.4703665
Achillea_millefolium	Schupfer_Hochalm	1632	45.53	1.24	3.12	0.34	2.23	2.85	2.95	2.28	0.48	0.57	0.67	242	180	155	10	5	50	11.53	41.74	0.19	2.587097223	0.6698	0.219	1.742493463	0.846508581	2.922058318
Achillea_millefolium	Schupfer_Hochalm	1632	53.17	1.61	3.25	0.38	2.84	3.17	3.22	2.35	0.48	0.82	0.87	482	180	90	5	2	19	13.08	67.88	0.22	6.213654395	1.5644	0.4027	1.869592234	0.648088829	2.244514217
Achillea_millefolium	Schupfer_Hochalm	1632	44.49	1.12	3.26	0.48	2.62	3.05	2.53	2.03	0.43	1.02	0.5	408	180	135	9	9	103	8.28	68.7	0.14	3.785023314	0.7152	0.2861	1.133678618	0.755873812	2.360686911
Aconitum_tauricum	Nassfeld	2283	32.37	5.48	17.36	6.78	11.12	7.52	5.24	5.8	6.62	1.72	-0.56	382	85	90	11	13	1	NA	NA	NA	18.12563749	2.1073	1.0906	0.560918202	0.601689182	NA
Aconitum_tauricum	Nassfeld	2283	38.31	9.33	18.21	8.46	10.26	5.52	9.63	6.6	7.46	-1.08	3.03	478	90	90	9	14	1	NA	NA	NA	22.86671261	3.0673	1.5185	0.677316423	0.664065721	NA
Aconitum_tauricum	Nassfeld	2283	39.87	8.81	18.26	6.53	10.78	5.8	9.1	6.46	8.84	-0.66	2.64	609	75	115	19	33	1	NA	NA	NA	22.54741558	1.2337	1.1692	0.028606383	0.51855167	NA
Aconitum_tauricum	Nassfeld	2283	44.66	6.68	19.38	6.89	12.75	5.05	7.69	7.59	6.4	-2.54	0.1	205	90	105	5	9	1	NA	NA	NA	8.380771881	0.9481	0.5575	0.466066856	0.66521319	NA
Aconitum_tauricum	Nassfeld	2283	41.24	9.73	19.48	8.7	12.29	7.78	7.91	11.08	6.78	-3.3	-3.17	475	85	110	13	15	1	NA	NA	NA	32.74817367	5.5728	2.1019	1.059875899	0.641837319	NA
Aconitum_tauricum	Nassfeld	2283	41.75	10.51	19.84	10.25	15.2	9.42	11.54	6.2	9.11	3.22	5.34	510	90	105	12	15	1	NA	NA	NA	49.59565817	8.284	3.1972	1.025654299	0.644653205	NA
Aconitum_tauricum	Nassfeld	2283	41.2	10.05	22.57	9.14	13.45	5.85	9.83	9.44	8.23	-3.59	0.39	521	85	90	14	13	1	NA	NA	NA	17.70124052	2.7236	1.0065	0.970045008	0.568604217	NA
Ajuga_pyramidalis	Schupfer_Hochalm	1632	32.12	6.54	10.02	2.31	10.2	10.73	10.73	8.18	2.3	2.55	2.55	60	135	145	6	6	1	9.33	20.25	0.26	1.314174919	0.0943	0.0618	0.247303457	0.470257034	2.258257046
Ajuga_pyramidalis	Schupfer_Hochalm	1632	83.13	6.32	10.42	2.39	11.51	8.75	9.9	7.94	2.26	0.81	1.96	114	135	140	8	22	1	11.31	19.86	0.22	1.577660827	0.1044	0.0758	0.181281043	0.480458149	2.236392792
Ajuga_pyramidalis	Schupfer_Hochalm	1632	25.66	6.62	10.58	2.19	10.9	10.47	10.12	9.21	1.73	1.26	0.91	76	125	120	10	7	1	14.38	31.16	0.26	2.607437158	0.2394	0.1433	0.368561136	0.549581797	2.699369657
Ajuga_pyramidalis	Schupfer_Hochalm	1632	22.56	5.57	10.61	1.66	12.11	10.65	10.46	8.52	2.12	2.13	1.94	63	120	135	9	4	1	9	17.38	0.19	0.974101517	0.0717	0.0616	0.103685292	0.632377621	2.522365043
Ajuga_pyramidalis	Schupfer_Hochalm	1632	33.94	6.41	10.71	2.72	11.64	10.43	10.84	9.2	2.27	1.23	1.64	96	145	110	8	7	1	14.39	31.74	0.34	3.490893982	0.4855	0.3052	0.51648661	0.874274617	2.055185058
Ajuga_pyramidalis	Schupfer_Hochalm	1632	71.88	7.28	10.94	4.13	11.81	11.15	10.8	8.96	2.68	2.19	1.84	162	115	110	8	19	1	11.62	34.59	0.25	2.420261755	0.1858	0.1385	0.195433407	0.572252153	2.608640478
Ajuga_pyramidalis	Schupfer_Hochalm	1632	49.7	5.31	11.09	2.43	12.05	9.19	10.87	8.92	1.82	0.27	1.95	66	135	135	12	9	1	12.49	30.75	0.21	2.18267433	0.2351	0.1824	0.241446923	0.835672081	2.764002902
Ajuga_reptans	Fuscher_Tal	1181	53.49	7.8	8.42	4.43	11.42	10.42	11.27	8.23	3.12	2.19	3.04	80	135	140	4	6	1	NA	NA	NA	2.80006942	0.1727	0.1559	0.059998512	0.55677191	NA
Ajuga_reptans	Fuscher_Tal	1181	60.67	8.47	8.51	5.8	11.81	9.61	10.54	8.19	3.18	1.42	2.35	93	130	100	4	10	1	NA	NA	NA	2.021103783	0.172	0.1556	0.08114378	0.769876348	NA
Ajuga_reptans	Fuscher_Tal	1181	46.87	6	8.52	4.25	9.98	9.58	10.58	7.84	2	1.74	2.74	115	110	140	5	8	1	NA	NA	NA	1.723151683	0.1036	0.0943	0.053970873	0.547253042	NA
Ajuga_reptans	Fuscher_Tal	1181	58.58	6.19	8.72	4.39	9	10.15	10.15	8.52	1.95	1.63	1.63	107	135	105	6	20	1	NA	NA	NA	2.483929191	0.1587	0.1434	0.061595959	0.577311143	NA
Ajuga_reptans	Fuscher_Tal	1181	65.01	7.51	8.76	6.07	10.72	9.42	10.59	7.84	3.04	1.58	2.75	99	160	105	4	23	1	NA	NA	NA	1.818535231	0.104	0.0942	0.053889525	0.517999313	NA
Ajuga_reptans	Fuscher_Tal	1181	76.04	6.49	9.6	2.26	11.76	10.78	11.86	9.11	2.26	1.67	2.75	130	135	125	8	24	1	NA	NA	NA	2.490246442	0.1384	0.119	0.077903936	0.477864351	NA
Ajuga_reptans	Fuscher_Tal	1181	25.34	7.21	9.78	4.21	10.46	9.92	10.9	7.41	2.26	2.51	3.49	95	120	115	10	3	1	NA	NA	NA	2.167719542	0.1355	0.1228	0.058586915	0.566493947	NA
Ajuga_reptans	Piffalpe	1463	25.48	6.72	5.19	6.72	9.95	7.889	8.02	8.78	2.35	-0.891	-0.76	68	135	85	2	1	17	20.26	38.22	0.8	NA	0.1179	0.02621	NA	NA	NA
Ajuga_reptans	Piffalpe	1463	65.49	5.2	5.84	5.2	9.1	7.47	7.8	7.4	2.71	0.07	0.4	109	100	90	5	1	13	17.75	27.37	0.45	NA	0.0679	0.01667	NA	NA	NA
Ajuga_reptans	Piffalpe	1463	55.77	6.88	6.08	6.88	10.11	9.76	8.33	9.91	2.32	-0.15	-1.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ajuga_reptans	Piffalpe	1463	72.17	5.86	6.34	5.86	8.91	9.07	8.47	7.35	2.61	1.72	1.12	140	120	90	2	1	8	16.03	35.53	0.49	NA	0.0699	0.02101	NA	NA	NA
Ajuga_reptans	Piffalpe	1463	34.12	5.44	6.62	5.44	9.68	9.05	8.71	NA	2.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ajuga_reptans	Piffalpe	1463	48.48	6.26	7	6.26	11.27	9.01	9.55	8.63	2.53	0.38	0.92	113	90	100	2	1	12	17.72	39.32	0.58	NA	0.1273	0.04383	NA	NA	NA
Ajuga_reptans	Piffalpe	1463	33	5.16	7	5.16	8.31	9.35	9.05	NA	2.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ajuga_reptans	Piffalpe	1463	22.48	5.75	7.61	5.75	9.51	9.24	10.32	8.45	2.18	0.79	1.87	95	105	60	3	1	5	29.39	54.04	0.6	NA	0.2174	0.06396	NA	NA	NA
Ajuga_reptans	Piffalpe	1463	44.74	4.53	9.43	4.53	13.11	12.02	11.85	9.05	2.59	2.97	2.8	110	95	70	2	1	5	22.07	49.77	0.71	NA	0.1747	0.05506	NA	NA	NA
Ajuga_reptans	Piffalpe	1463	44.41	5.1	10.08	5.1	11.02	11.37	11.81	10.2	2.27	1.17	1.61	130	105	85	2	1	7	14.98	32.63	0.59	NA	0.069	0.0156	NA	NA	NA
Alchemilla_coriacea	Hexenkueche	2080	28.56	4.11	1.18	1.29	1.48	1.62	2.5	1.18	0.75	0.44	1.32	156	135	120	3	13	5	30.39	19.74	0.21	4.803788145	7.86	3.075	9.960888898	6.401198194	1.961615477
Alchemilla_coriacea	Hexenkueche	2080	38.94	3.97	1.33	1.23	1.49	1.48	2.33	1.33	0.68	0.15	1	167	175	115	2	17	5	26.24	17.99	0.2	9.268607506	0.428	0.1775	0.270267135	0.191506653	0.800019144
Alchemilla_coriacea	Hexenkueche	2080	36.64	3.43	1.36	1.34	1.64	1.38	1.91	1.36	0.79	0.02	0.55	191	115	70	2	10	4	25.39	20.67	0.17	4.435496317	0.313	0.1467	0.374929857	0.33074089	1.858578169
Alchemilla_coriacea	Hexenkueche	2080	55.24	3.55	1.53	0.91	1.62	1.54	2.32	1.53	0.76	0.01	0.79	192	95	125	4	7	11	29.74	22.37	0.21	3.714275693	0.503	0.1895	0.844040739	0.510193684	2.813537378
Alchemilla_coriacea	Hexenkueche	2080	36.58	3.72	1.65	0.84	1.08	1.34	2.04	1.65	0.84	-0.31	0.39	98	165	140	3	19	4	27.65	21.03	0.19	5.06811645	0.484	0.1771	0.605550411	0.349439485	1.802219566
Alchemilla_coriacea	Hexenkueche	2080	71.71	4.2	1.82	1.05	2.34	2.01	2.5	1.82	1.24	0.19	0.68	272	175	95	3	17	17	30.67	22.34	0.18	5.354542266	0.52	0.1994	0.59874399	0.37239411	2.009992657
Alchemilla_coriacea	Hexenkueche	2080	23.99	4.07	2	1.18	1.68	1.78	2.03	2	0.69	-0.22	0.03	203	175	115	3	16	10	41.26	27.87	0.18	3.427078218	1.101	0.4689	1.844428285	1.368220887	5.270624212
Alchemilla_coriacea	Hexenkueche	2080	16.84	4.27	2.51	1.24	1.59	1.5	1.72	2.51	0.79	-1.01	-0.79	199	110	155	2	11	4	36.94	28.36	0.22	4.825815503	0.88	0.2843	1.234402765	0.589123227	3.409983522
Alchemilla_coriacea	Hexenkueche	2080	48.73	3.62	2.64	1.33	1.52	1.64	1.84	2.64	0.67	-1	-0.8	262	120	95	3	8	11	29.64	19.69	0.21	7.048404069	0.566	0.2138	0.499687584	0.303331077	1.3006277
Alchemilla_coriacea	Hexenkueche	2080	39.11	4.24	2.76	1.12	1.78	1.57	2.64	2.76	1.02	-1.19	-0.12	251	165	115	3	8	5	32.14	23.01	0.18	3.986110137	0.6	0.2044	0.992446236	0.512780613	2.914292066
Alchemilla_xanthochlora	Fuscher_Tal	1181	11.93	2.92	1.2	1	1.1	1.45	1.22	1.01	0.32	0.44	0.21	89	165	100	4	27	5	39.45	33.33	0.22	9.49069832	0.5752	0.5058	0.073124229	0.53294287	2.176226175
Alchemilla_xanthochlora	Fuscher_Tal	1181	12.07	3.14	1.26	0.79	0.83	1.48	1.44	0.9	0.45	0.58	0.54	145	155	125	4	21	14	56.5	54.21	0.21	22.02061641	1.1238	0.9895	0.060988302	0.449351636	2.184833068
Alchemilla_xanthochlora	Fuscher_Tal	1181	11.44	3.36	1.39	0.82	0.95	1.5	1.62	1.27	0.53	0.23	0.35	91	160	100	2	13	11	48.33	43.33	0.16	12.81785367	0.6871	0.6294	0.045015337	0.491033847	2.566315529
Alchemilla_xanthochlora	Fuscher_Tal	1181	10.87	2.62	1.39	0.93	1.09	1.64	1.49	1.15	0.47	0.49	0.34	100	145	95	4	13	7	39.25	34.81	0.18	8.761349438	0.5512	0.4981	0.060607102	0.568519728	2.449585256
Alchemilla_xanthochlora	Fuscher_Tal	1181	9.46	2.73	1.4	0.7	0.79	1.31	1.3	1.04	0.41	0.27	0.26	103	160	120	4	20	16	35.23	28.91	0.15	7.63188949	0.4354	0.4024	0.04323962	0.527261303	2.09627637
Alchemilla_xanthochlora	Fuscher_Tal	1181	11.03	3.58	1.44	1.09	1.05	1.33	1.14	1.19	0.56	0.14	-0.05	135	125	95	6	15	3	34.99	31.32	0.19	6.854366236	0.4509	0.4067	0.064484445	0.593344426	2.511413748
Alchemilla_xanthochlora	Fuscher_Tal	1181	14.19	2.6	1.64	1.07	0.8	1.36	1.66	1.28	0.53	0.08	0.38	125	165	95	5	10	13	42.97	43.48	0.41	9.347077607	0.5251	0.477	0.051459934	0.510319931	3.139777823
Alchemilla_xanthochlora	Fuscher_Tal	1181	12.31	2.9	1.76	0.98	1.13	1.8	1.42	1.29	0.47	0.51	0.13	115	135	95	6	7	6	36.13	33.59	0.21	8.004928502	0.4667	0.4234	0.054091676	0.52892415	2.381444064
Alchemilla_xanthochlora	Fuscher_Tal	1181	10.09	2.58	1.87	0.97	0.99	2.05	1.75	1.12	0.5	0.93	0.63	85	155	120	4	8	3	36.01	27.93	0.16	7.1838123	0.4607	0.4145	0.064311257	0.57699169	2.199170786
Alchemilla_xanthochlora	Fuscher_Tal	1181	11.58	3.51	2.34	1.07	1.22	1.79	2.05	1.42	0.41	0.37	0.63	125	135	150	4	13	6	50	34.74	0.15	15.40365126	0.7796	0.7201	0.038627205	0.467486564	1.771315887
Alchemilla_xanthochlora	Hexenkueche	2080	5.94	3.98	1.36	0.96	1.44	1.08	2.22	1.36	0.59	-0.28	0.86	65	165	45	3	1	2	16.7	12.54	0.23	NA	0.127	0.0399	NA	NA	NA
Alchemilla_xanthochlora	Hexenkueche	2080	9.08	3.31	1.75	1.28	1.1	1.6	1.62	1.75	0.52	-0.15	-0.13	43	105	105	3	4	2	13.35	10.33	0.21	NA	0.099	0.0324	NA	NA	NA
Alchemilla_xanthochlora	Hexenkueche	2080	8.56	4.59	1.9	1.09	1.67	1.51	1.8	1.9	0.79	-0.39	-0.1	27	175	95	3	1	2	7.65	8.66	0.18	NA	NA	NA	NA	NA	NA
Alchemilla_xanthochlora	Hexenkueche	2080	17.76	4.09	1.92	1.22	1.28	1.37	1.98	1.92	0.81	-0.55	0.06	79	165	95	3	2	3	38.43	24.49	0.29	NA	0.869	0.2787	NA	NA	NA
Alchemilla_xanthochlora	Hexenkueche	2080	4.94	3.93	2	0.99	2.03	1.39	2.37	2	0.59	-0.61	0.37	67	155	95	2	2	4	18.15	15.11	0.24	NA	0.233	0.0802	NA	NA	NA
Alchemilla_xanthochlora	Hexenkueche	2080	2.46	2.46	2.15	0.99	1.23	1.49	1.24	2.15	0.61	-0.66	-0.91	26	165	85	3	3	3	9.92	7.79	0.22	NA	0.045	0.0195	NA	NA	NA
Alchemilla_xanthochlora	Hexenkueche	2080	10.26	3.04	2.17	1.1	1.33	1.27	1.01	2.17	0.53	-0.9	-1.16	28	100	90	2	1	2	21.4	16.85	0.23	NA	0.282	0.1056	NA	NA	NA
Alchemilla_xanthochlora	Hochmais	1860	8.05	4.24	0.79	1.21	1.32	1.27	1.03	0.79	0.76	0.48	0.24	82	160	80	5	5	6	81.3	70.5	0.38	11.91340859	0.2864	0.08475	0.169263061	NA	7.557245014
Alchemilla_xanthochlora	Hochmais	1860	12.3	4.28	0.99	1.07	1.55	1.48	1.36	0.99	0.72	0.49	0.37	73	160	45	3	3	4	55.44	46.67	0.27	21.60531388	0.2773	0.06939	0.096230956	NA	1.88113654
Alchemilla_xanthochlora	Hochmais	1860	11.05	3.95	1.11	1.14	1.38	1.59	1.95	1.11	0.44	0.48	0.84	102	135	130	5	3	9	46.81	42.8	0.29	9.459113436	NA	NA	NA	NA	3.326992743
Alchemilla_xanthochlora	Hochmais	1860	10.04	3.99	1.14	1.33	1.36	1.72	2.08	1.14	0.49	0.58	0.94	72	165	105	2	2	5	54.92	46.67	0.28	10.04061123	NA	NA	NA	NA	4.009849335
Alchemilla_xanthochlora	Hochmais	1860	17.02	4.05	1.16	1.06	1.39	1.6	1.75	1.16	0.61	0.44	0.59	106	155	50	2	8	7	58.9	49.24	0.28	5.182957048	NA	NA	NA	NA	8.789731448
Alchemilla_xanthochlora	Hochmais	1860	12.23	3.16	1.23	1.26	1.28	2.12	1.56	1.23	0.65	0.89	0.33	94	165	50	2	5	3	60.09	51.24	0.33	1.99153359	0.2835	0.07878	1.02795153	0.395574548	24.28530523
Alchemilla_xanthochlora	Hochmais	1860	11.26	3.83	1.26	1.26	1.37	1.84	2.07	1.26	0.64	0.58	0.81	116	135	100	1	9	3	45.49	38.48	0.32	1.475082599	0.1544	0.05279	0.688842781	0.357878264	18.64037038
Alchemilla_xanthochlora	Hochmais	1860	42.62	3.17	1.29	0.94	1.18	1.19	1.51	1.29	1.03	-0.1	0.22	154	165	110	3	10	8	25.38	16.57	0.15	3.144661633	NA	NA	NA	NA	2.100680873
Alchemilla_xanthochlora	Hochmais	1860	49.95	3.28	1.34	1.05	1.06	1.89	1.95	1.34	0.99	0.55	0.61	175	160	60	3	8	6	28.58	16.55	0.14	3.357772917	0.2208	0.06411	0.466648591	0.190930124	2.212731802
Alchemilla_xanthochlora	Hochmais	1860	36.49	3.12	1.35	0.89	1.02	2.38	2.46	1.35	0.75	1.03	1.11	156	180	115	4	11	5	42.05	24.85	0.11	8.935643215	0.3242	0.08659	0.265912587	0.096904048	1.83690396
Alchemilla_xanthochlora	Hochmais	1860	44.08	3.66	1.53	1.03	1.19	2.42	2.73	1.53	1.06	0.89	1.2	109	180	120	4	6	5	32.3	21.07	0.16	4.903676522	NA	NA	NA	NA	2.180043309
Alchemilla_xanthochlora	Hochmais	1860	39.33	3.87	1.58	1.31	1.4	1.85	2.61	1.58	1.01	0.27	1.03	132	180	75	4	10	5	33.78	26.76	0.17	5.891045092	NA	NA	NA	NA	2.410312119
Alchemilla_xanthochlora	Hochmais	1860	69.51	3.85	1.7	1.41	1.34	2.17	2.16	1.7	1.07	0.47	0.46	94	175	125	4	10	8	36.98	21.86	0.16	6.961470609	NA	NA	NA	NA	1.824046677
Alchemilla_xanthochlora	Hochmais	1860	58.08	3.96	1.77	1.35	1.5	1.96	2.29	1.77	1.34	0.19	0.52	117	150	100	4	8	5	25.56	17.35	0.17	3.236539411	NA	NA	NA	NA	2.152282656
Alchemilla_xanthochlora	Hochmais	1860	48.53	3.73	1.84	1.51	1.02	2.2	2.67	1.84	0.87	0.36	0.83	89	165	105	3	9	6	32.81	22.5	0.16	4.853997601	NA	NA	NA	NA	2.388961045
Alchemilla_xanthochlora	Hochmais	1860	27.16	4.1	1.96	1.07	1.48	2.4	2.53	1.96	1.35	0.44	0.57	76	170	105	3	18	4	23.91	16.92	0.15	2.741373227	0.7208	0.19392	NA	0.707382702	2.318097213
Alchemilla_xanthochlora	Hochmais	1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	176	180	115	4	6	6	33	21.83	0.18	5.156234564	NA	NA	NA	NA	2.194597534
Alchemilla_xanthochlora	Piffalpe	1463	8.7	3.5	1.22	1.16	1.18	1.41	0.71	1.22	0.49	0.19	-0.51	128	160	100	11	13	14	51.59	43.07	0.36	NA	0.2428	0.07953	NA	NA	NA
Alchemilla_xanthochlora	Piffalpe	1463	8.59	3.4	1.23	1.16	1.19	1.19	0.69	1.23	0.68	-0.04	-0.54	NA	NA	NA	NA	NA	NA	46.93	41.95	0.34	NA	0.2287	0.06406	NA	NA	NA
Alchemilla_xanthochlora	Piffalpe	1463	12.22	3.87	1.24	1.13	1.98	1.08	0.67	1.24	0.72	-0.16	-0.57	NA	NA	NA	NA	NA	NA	58.84	53.9	0.39	NA	0.1731	0.09887	NA	NA	NA
Alchemilla_xanthochlora	Piffalpe	1463	10.3	3.17	1.24	1.12	1.35	1.62	0.76	1.24	0.62	0.38	-0.48	149	170	170	9	3	9	41.69	39.18	0.37	NA	0.2172	0.05593	NA	NA	NA
