"","Plant_species","Display_size","Flower_diameter","Floral_depth","Petal_width","Petal_length","Stylus_length","Filament_length","Nectar_depth","Nectar_width","Stylus_position","Filament_position","Plant_height","Flower_inclination","Number_inflorescense","Number_flowers_per_inflo","color.s","color.m","color.l","color.lum","(Z)-3-Hexen-1-ol_S","a-Pinene","Benzaldehyde","b-Pinene","cis-3-Hexen-ol, Acetate","Benzylalcohol","cis-b-Ocimene_S","1,8-Cineole","trans-b-Ocimene","Phenylacetaldehyde","Linalool","4,8-Dimethyl-1,3,7-nonatriene","Phenylethanol","4-oxoisphorone","unk_1157_2","unk_1214","unk_1395_1","unk_1405_1","b-Caryophyllene"
"1",
