"","Elevation","Display_size","Flower_diameter","Floral_depth","Petal_width","Petal_length","Stylus_length","Filament_length","Nectar_depth","Nectar_width","Stylus_position","Filament_position","Plant_height","Flower_inclination","Number_inflorescense","Number_flowers_per_inflo","color_s","color_m","color_l","color_lum"
"1","1181.1",37.9042857142857,1.22666666666667,2.26904761904762,0.468571428571429,1.70619047619048,1.8947619047619,1.80761904761905,1.37285714285714,0.599047619047619,0.521904761904762,0.434761904761905,301.275862068966,174.655172413793,5.09523809523809,45.5238095238095,0.485211979840383,0.804393125170275,0.77678913995693,0.247113820115863
"2","1181.1",17.9437209302326,3.56511627906977,1.54093023255814,1.10232558139535,1.28325581395349,1.61,1.55744186046512,1.44744186046512,0.694418604651163,0.162558139534884,0.11,103.829268292683,157.19512195122,8.80487804878049,7.24390243902439,0.640577876023189,0.587173721466553,0.690879893882018,0.165409136815398
"3","1181.1",16.0175,1.1975,1.62458333333333,0.839166666666667,3.63916666666667,2.1275,1.83625,1.26791666666667,0.675,0.859583333333333,0.568333333333333,101.75,163.333333333333,2.58333333333333,29.9166666666667,0.581336527272474,0.861917460954227,0.823384891908659,0.292061683833499
"4","1181.1",30.2155,3.71025,3.64725,1.78175,3.60375,5.491375,2.92025,2.053,2.904,3.438375,0.86725,111.4,64.375,1.05,15.45,0.589526695473504,0.798281334089324,0.747223496539625,0.221311074000003
"5","1181.1",16.2106451612903,14.4803225806452,18.3738709677419,6.47129032258065,18.7061290322581,16.3046666666667,7.25333333333333,14.2822580645161,8.13466666666667,2.048,-7.00333333333333,158.612903225806,77.5806451612903,1.2258064516129,1,0.452503608275362,0.698097746844537,0.393617090226803,0.055682991052288
"6","1181.1",39.1257142857143,3.70857142857143,16.6614285714286,0.658571428571429,16.65,19.4142857142857,17.4285714285714,12.0585714285714,1.30857142857143,7.35571428571429,5.37,258.857142857143,172.857142857143,1,27.1428571428571,0.366130978207888,0.71189467138938,0.50761423130941,0.0846268732318982
"7","1181.1",31.6716666666667,3.00375,0.942916666666667,0.832083333333333,1.48791666666667,1.02083333333333,1.07541666666667,0.858823529411765,2.10058823529412,0.319411764705882,0.391764705882353,206.958333333333,170.833333333333,21.6666666666667,6.29166666666667,0.524102699454467,0.743882614057808,0.780666423241729,0.235207671309241
"8","1181.1",26.9728571428571,20.3,8.89357142857143,5.23464285714286,11.2371428571429,8.72214285714286,8.7675,0,0,8.72214285714286,8.7675,265.214285714286,162.142857142857,1.82142857142857,1,0.593996612517988,0.409499107819871,0.595790834667849,0.119612116552552
"9","1181.1",27.1592957746479,1.90887323943662,15.5398591549296,1.25,15.7114084507042,12.5267605633803,9.97070422535211,5.35464788732394,0.956619718309859,7.17211267605634,4.61605633802817,221.056338028169,167.154929577465,1.01408450704225,27.1830985915493,0.334741550631428,0.258316790630206,0.580528509155568,0.11019681188024
"10","1181.1",38.9433333333333,0.911481481481481,2.70518518518519,0.417407407407407,2.71185185185185,2.46888888888889,2.49074074074074,2.1262962962963,0.618148148148148,0.342592592592593,0.364444444444444,294.222222222222,170.740740740741,1.11111111111111,52.4444444444444,0.361734531295044,0.845209804095979,0.8369396145845,0.306059801099507
"11","1181.1",21.8485714285714,11.6757142857143,13.0228571428571,8.66214285714286,12.1785714285714,12.7992857142857,12.2107142857143,7.48857142857143,2.67714285714286,5.31071428571429,4.72214285714286,104.928571428571,111.428571428571,1.84615384615385,2.23076923076923,0.21282921506318,0.22299054287099,0.727590619720635,0.186404335163698
"12","1181.1",19.1703571428571,19.1789285714286,8.00821428571428,7.86785714285714,10.6471428571429,6.50535714285714,6.48428571428571,0,0,6.50535714285714,6.48428571428571,138.607142857143,171.964285714286,1.03571428571429,1,0.442674172891459,0.845824438689237,0.8433900111103,0.3202403790163
"13","1181.1",40.225,2.749,1.21733333333333,1.02633333333333,1.25066666666667,1.0195,1.96105263157895,0,0,1.0195,1.96105263157895,387.6,164.666666666667,7.56666666666667,56.6,0.410016997322636,0.783816631918844,0.804895266804614,0.26109280371279
"14","1181.1",11.2695833333333,3.38333333333333,3.885,1.31958333333333,2.61125,4.9525,7.71833333333333,3.66916666666667,0.745,1.28333333333333,4.04916666666667,293.416666666667,161.666666666667,1.375,16.25,0.451824195444068,0.561842863484176,0.603770615528507,0.133054804151102
