Elevation,Body_length,Proboscis_length,Head_diameter,Pollen_head,Pollen_thorax,Pollen_legs,Pollen_abdomen,Pollen_max
1181.2,9.95972222216667,2.16041666666667,2.75333333333333,1.375,2.86111111116667,2.84722222216667,2.38888888883333,2.90277777783333
1181.2,14.655,2.298,4.209,1.875,2.75,2.75,2.375,2.875
1181.2,8.12583333333333,,2.17833333333333,0,0.0833333333333333,0.416666666666667,0.833333333333333,0.833333333333333
1181.2,5.0595,1.0165,1.4060625,0.5375,1.38125,1.475,1.00625,1.6625
1181.2,1.92003968266667,,0.284761904666667,0.23015873,0.246031746,0.523809523666667,0.261904762,0.523809523666667
1181.2,2.087,,0.415,0.2666666666,1.0333333334,0.8333333334,0.2,1.0333333334
1181.2,3.00616441858333,0.5075,0.7972668145,0.281944444416667,0.734722222166667,0.445833333333333,0.172916666666667,0.784722222166667
1181.2,7.319220191625,1.279396296875,2.100876437625,1.018498267375,2.244887109875,2.214752082875,1.488060915,2.30382104375
1181.2,10.78453125,1.851197916625,3.3621875,1.46875,3.171875,2.567708333375,1.994791666625,3.171875
1181.2,7.10625,4.53875,2.1375,0.625,1.25,1.625,0.875,1.625
1181.2,8.29210502214286,,2.17211461342857,1.57857142857143,2.36251526242857,2.38736263742857,1.50818070814286,2.445054945
1181.2,4.826666667,,1.63,0,0,0.5,0,0.5
1181.2,5.81001056794444,1.08089884588235,1.458914277,0.900837749058823,2.19643144205882,2.180472285,1.21386738905882,2.31285301064706
1181.2,1.31333333333333,,0.43,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667
1181.3,11.0292857142857,2.044,2.724,1.72222222222222,2.83333333333333,3.16666666666667,2.33333333333333,3.27777777777778
1181.3,4.798632445,1.19995101875,1.293515674,0.347360703875,1.89431818175,1.498203812375,0.587756598125,1.91931818175
1181.3,1.49833333325,0.37,0.43083333325,0,0.08333333325,0.16666666675,0.41666666675,0.41666666675
1181.3,10.269866666,2.2912666666,2.9424666668,1.6333333332,2.2666666668,3.1666666666,2.1,3.1666666666
1181.3,11.47472222,3.7927777775,3.7933333335,2.1666666665,2.666666667,3.25,2.722222222,3.25
1181.3,2.1083035715,1.286875,0.7360714285,0.2589285715,0,0.4017857145,0.125,0.4017857145
1181.3,4.32652777783333,0.25875,0.8281944445,1.06666666666667,1.7,2.12777777783333,1.52222222216667,2.18333333333333
1181.3,12.37729553375,3.46310482240541,3.702242473,2.01763094264865,2.49335536840541,3.09297706797297,2.50574080581081,3.22811220310811
1181.3,5.57310536233333,1.30826951372222,1.57275984938889,0.8229387125,2.18167989416667,1.91703042333333,1.20057319222222,2.20234788361111
1181.3,2.18117961770588,0.17875,0.388668605882353,0.248842773117647,0.912704671941176,0.853503359294118,0.791056137941177,1.20852494358824
1181.3,8.1257403508,1.9793052632,2.7276596492,1.4136842106,2.8621052632,2.607017544,2.507368421,2.8936842106
1181.3,9.49333333333333,1.55,1.81666666666667,0.777777777666667,0.888888889,1.66666666666667,1.66666666666667,2
1181.3,1.47875,,0.54375,0,0.125,0.5,0,0.625
1181.3,1.22125,,0.2475,0,0.5,0.125,0.125,0.5
1181.3,7.653,1.74666666666667,1.491,1.3666666666,1.75,2.3166666666,1.9833333334,2.3166666666
1181.3,1.3656428572,,0.3191428572,0.0542857142,0.3657142858,0.1628571428,0.0628571428,0.4057142858
1181.3,10.0712848195,2.4281030575,3.20022649175,2.038228485875,3.094362745,2.935814951,2.59938385075,3.094362745
1181.3,1.55523809528571,,0.335714285714286,0.012987013,0.560606060571429,0.110389610428571,0.207792207857143,0.560606060571429
1181.3,1.824102912625,0.2,0.640632934625,0.297161172125,0.6116097445,0.485816267125,0.19440195225,0.6116097445
1181.3,6.95429487175,,1.59628205125,0.52083333325,0.60416666675,1.60416666675,1.14583333325,1.6875
1181.3,11.321,2.075,3.789,1.2,3,2.9,1.9,3
1181.3,5.52,,1.30333333333333,0,0,0.333333333333333,0.333333333333333,0.333333333333333
1181.3,3.53443030025,0.803592894076923,0.9348779105625,0.4415032679375,1.359232026125,1.393607026125,0.649448529375,1.546732026125
1181.3,5.59,3.85,0.85,0,0,1,0,1
1181.3,,,,,,,,
1181.3,8.22,4.41,1.21,0,0,0,0,0
1181.3,2.0410714285,,0.351130952333333,0.107142857166667,0.4464285715,0.4285714285,0.0833333333333333,0.6785714285
1181.3,4.21,0.99,1.21,0,0,1,0,1
1181.3,2.8275,0.465,0.825,0,0.125,0,0.5,0.625
1181.3,3.2731666666,0.4995454545,0.929,0.15,0.5,0.9,0.3166666666,0.9
1181.3,6.235,1.49787878790909,1.64557575754545,1.2183333333,2.5316666666,2.2266666666,1.9233333333,2.6266666666
1181.3,12.306944445,,1.91638888883333,1.11666666666667,1.55,1.87777777783333,1.65,2.1
1181.3,4.595958846625,1.273366639375,0.8478826995,0.85673176625,1.55347453675,1.90391081325,1.174171632375,1.90391081325
1181.3,9.37083333325,1.36604166675,2.79083333325,0.95,2.51666666666667,1.73333333333333,1.4,2.51666666666667
1181.3,12.985483334,3.1452583333,4.5017777778,2.4706432748,3.2653216374,3.0066959064,2.6753216374,3.2816959064
1181.3,10.1331111105,1.44920370366667,3.05414814816667,1.27777777783333,2.962962963,2.58333333333333,1.83333333333333,2.962962963
1181.3,2.1025,,0.515,0.5625,0.875,0.6875,0.3125,1.0625
1181.3,3.80761011916667,,1.27852497666667,0.285515873,0.688281979444445,0.702194211111111,0.624836601333333,0.980345471555556
1181.3,5.09,2.42,0.82,0,0,0,0,0
1181.3,2.64,0.6,0.715,0.5,0.5,1,1,1
1181.3,5.52,1.125,1.57,1,2,1.5,1.5,2
1181.3,4.764945616875,,0.922829004375,0.797132034625,1.204085497875,1.191585498,0.61531385275,1.329085497875
1181.3,2.866936508,0.4184814815,0.898111111142857,0.175510204142857,0.0489795918571429,0.295918367285714,0.142857142857143,0.453061224428572
1181.3,7.13579365077778,1.88152777775,1.91367063491667,1.24603174608333,1.85019841275,2.6904761905,1.96428571416667,2.6904761905
1181.3,1.58605714284,,0.48695809524,0.13904761904,0.31676190476,0.46780952384,0.1003809524,0.61580952384
1181.3,2.642222222,0.44,0.566,0.444444444,0.111111111,0,0.111111111,0.444444444
1181.3,1.61,,0.58,0.5,1,0.5,0,1
1181.3,5.24686111125,2.40561904775,1.08554166675,0.54285714275,0.81428571425,1.5904761905,1.3285714285,1.6404761905
1181.3,7.20418115933333,1.45728787866667,2.488041063,1.11449275366667,2.388405797,2.57850241533333,1.52294686,2.57850241533333
1181.3,7.0757142855,1.2441666665,1.902857143,0.3,2.5,2.5,2.25,2.5
1181.3,7.04323593071429,1.62407936514286,1.97559523814286,1.16847041842857,2.66702741714286,2.55266955271429,1.83152958157143,2.73448773457143
1181.3,7.82704089028572,1.42185093171429,2.13418115942857,1.74637681157143,2.76112836442857,2.67775189785714,2.34178743971429,2.88017598342857
1181.3,7.7580153846,1.4340888888,2.0020820512,1.158095238,2.6692063492,2.5155555556,1.9015873016,2.6892063492
1181.3,5.008494045875,0.9723022765,1.383780892125,0.814408508,2.1101689975,1.95330710975,1.3454545455,2.12058566425
1181.3,1.73,,0.3,0,0,1,0,1
1181.3,4.08781184275,1.14468934125,1.29747595375,0.437801007125,1.804233618625,1.462692662,0.627200538125,1.8568651975
1181.3,8,1.60666666666667,2.13333333333333,2.33333333333333,3,3,3,3
1181.3,2.875,,0.92,0.25,0.75,1.25,0.5,1.25
1181.3,1.82378571428571,,0.446642857142857,0.0714285714285714,0.157142857142857,0.402380952428571,0.485714285714286,0.609523809571429
1181.3,9.75513888883333,,2.28541666666667,0.972222222166667,0.833333333333333,1.83333333333333,1.54166666666667,1.875
1181.3,8.913,1.84625,2.604,1,2,2.3125,1.0625,2.3125
1181.3,1.1466666665,,0.3716666665,0.8333333335,0.3333333335,0.1666666665,0,0.8333333335
1181.3,7.83,,1.97,0.5,0,2,0.5,2
1181.3,8.676666667,2.24,2.186666667,0.333333333,1.333333333,2,1,2
1181.3,2.922079365,0.5675,0.8500811688,0.3932178932,1.4295815296,1.2944444444,0.4839826842,1.4841269842
1181.3,9.95972222216667,2.16041666666667,2.75333333333333,1.375,2.86111111116667,2.84722222216667,2.38888888883333,2.90277777783333
1181.3,14.655,2.298,4.209,1.875,2.75,2.75,2.375,2.875
1181.3,8.12583333333333,,2.17833333333333,0,0.0833333333333333,0.416666666666667,0.833333333333333,0.833333333333333
1181.3,5.0595,1.0165,1.4060625,0.5375,1.38125,1.475,1.00625,1.6625
1181.3,1.92003968266667,,0.284761904666667,0.23015873,0.246031746,0.523809523666667,0.261904762,0.523809523666667
1181.3,3.00616441858333,0.5075,0.7972668145,0.281944444416667,0.734722222166667,0.445833333333333,0.172916666666667,0.784722222166667
1181.3,1.18,,0.33,1,0,0,1,1
1181.3,7.165,0.54,1.8,0.5,1.5,1.5,1,1.5
1181.3,7.319220191625,1.279396296875,2.100876437625,1.018498267375,2.244887109875,2.214752082875,1.488060915,2.30382104375
1181.3,10.78453125,1.851197916625,3.3621875,1.46875,3.171875,2.567708333375,1.994791666625,3.171875
1181.3,7.10625,4.53875,2.1375,0.625,1.25,1.625,0.875,1.625
1181.3,8.29210502214286,,2.17211461342857,1.57857142857143,2.36251526242857,2.38736263742857,1.50818070814286,2.445054945
1181.3,2.85824175823077,0.5,0.762472527461538,0.598901098923077,0.747252747230769,0.802197802230769,0.410256410230769,1.20879120876923
1181.3,4.826666667,,1.63,0,0,0.5,0,0.5
1181.3,5.81001056794444,1.08089884588235,1.458914277,0.900837749058823,2.19643144205882,2.180472285,1.21386738905882,2.31285301064706
1181.3,12.0094444433333,9.07777777766667,1.72333333333333,1.611111111,0.888888889,1.27777777766667,1.05555555566667,1.72222222233333
1463.1,8.075,3.115,1.95666666666667,0.333333333333333,0,0.333333333333333,0,0.333333333333333
1463.1,2.1202092525,,0.659420138875,0.364236111125,0.7977430555,0.825173611125,0.521875,0.9727430555
1463.1,11.0292857142857,2.044,2.724,1.72222222222222,2.83333333333333,3.16666666666667,2.33333333333333,3.27777777777778
1463.1,4.798632445,1.19995101875,1.293515674,0.347360703875,1.89431818175,1.498203812375,0.587756598125,1.91931818175
1463.1,1.49833333325,0.37,0.43083333325,0,0.08333333325,0.16666666675,0.41666666675,0.41666666675
1463.1,10.269866666,2.2912666666,2.9424666668,1.6333333332,2.2666666668,3.1666666666,2.1,3.1666666666
1463.1,11.47472222,3.7927777775,3.7933333335,2.1666666665,2.666666667,3.25,2.722222222,3.25
1463.1,4.32652777783333,0.25875,0.8281944445,1.06666666666667,1.7,2.12777777783333,1.52222222216667,2.18333333333333
1463.1,9.82,2.64,1.51,0,0,1,0,1
1463.1,12.37729553375,3.46310482240541,3.702242473,2.01763094264865,2.49335536840541,3.09297706797297,2.50574080581081,3.22811220310811
1463.1,5.57310536233333,1.30826951372222,1.57275984938889,0.8229387125,2.18167989416667,1.91703042333333,1.20057319222222,2.20234788361111
1463.1,2.2919444445,,0.571666666666667,0.222222222166667,0.777777777833333,0.5,0.5,0.9444444445
1463.1,2.18117961770588,0.17875,0.388668605882353,0.248842773117647,0.912704671941176,0.853503359294118,0.791056137941177,1.20852494358824
1463.1,2.722,,0.766,0.6,0.6,1,0.8,1
1463.1,8.1257403508,1.9793052632,2.7276596492,1.4136842106,2.8621052632,2.607017544,2.507368421,2.8936842106
1463.1,9.49333333333333,1.55,1.81666666666667,0.777777777666667,0.888888889,1.66666666666667,1.66666666666667,2
1463.1,2.81,0.87,0.83,1,0,1,0,1
1463.1,7.653,1.74666666666667,1.491,1.3666666666,1.75,2.3166666666,1.9833333334,2.3166666666
1463.1,1.3656428572,,0.3191428572,0.0542857142,0.3657142858,0.1628571428,0.0628571428,0.4057142858
1463.1,1.9595333334,,0.5467666666,0.2666666666,0.15,0.2166666666,0.07,0.3366666666
1463.1,10.0712848195,2.4281030575,3.20022649175,2.038228485875,3.094362745,2.935814951,2.59938385075,3.094362745
1463.1,1.55523809528571,,0.335714285714286,0.012987013,0.560606060571429,0.110389610428571,0.207792207857143,0.560606060571429
1463.1,1.824102912625,0.2,0.640632934625,0.297161172125,0.6116097445,0.485816267125,0.19440195225,0.6116097445
1463.1,6.95429487175,,1.59628205125,0.52083333325,0.60416666675,1.60416666675,1.14583333325,1.6875
1463.1,8.61,,1.39,0,0,0,0,0
1463.1,3.53443030025,0.803592894076923,0.9348779105625,0.4415032679375,1.359232026125,1.393607026125,0.649448529375,1.546732026125
1463.1,1.39,,0.385,0,0,0,0,0
1463.1,2.0410714285,,0.351130952333333,0.107142857166667,0.4464285715,0.4285714285,0.0833333333333333,0.6785714285
1463.1,6.235,1.49787878790909,1.64557575754545,1.2183333333,2.5316666666,2.2266666666,1.9233333333,2.6266666666
1463.1,4.595958846625,1.273366639375,0.8478826995,0.85673176625,1.55347453675,1.90391081325,1.174171632375,1.90391081325
1463.1,2.36542857142857,0.88,0.844285714285714,0.271428571428571,0.9,1,0.557142857142857,1.21428571428571
1463.1,10.1616155457143,1.40552521014286,2.79350840342857,1.21533613442857,2.70448179271429,2.49229691885714,1.800070028,2.70448179271429
1463.1,12.985483334,3.1452583333,4.5017777778,2.4706432748,3.2653216374,3.0066959064,2.6753216374,3.2816959064
1463.1,7.51,2.01,2.23,3,3,3,3,3
1463.1,3.9232029915,0.82185714275,1.07848076925,0.582905983,1.625,1.497008547,1.04914529925,1.672008547
1463.1,2.1025,,0.515,0.5625,0.875,0.6875,0.3125,1.0625
1463.1,3.80761011916667,,1.27852497666667,0.285515873,0.688281979444445,0.702194211111111,0.624836601333333,0.980345471555556
1463.1,4.32,,0.995,1,0,1,0.5,1
1463.1,2.675,0.89,0.45,0,0,0,0,0
1463.1,9.2375,2.13,2.6095833335,1.4166666665,2.29166666675,3.125,2.125,3.125
1463.1,7.87875,1.4225,2.045,1,1.75,1.875,1.25,1.875
1463.1,4.48,1.83,1.47,1,2,2,1,2
1463.1,5.712,1.0656666666,1.6556666666,0.375,0.75,0.91666666675,0.54166666675,0.91666666675
1463.1,4.764945616875,,0.922829004375,0.797132034625,1.204085497875,1.191585498,0.61531385275,1.329085497875
1463.1,2.866936508,0.4184814815,0.898111111142857,0.175510204142857,0.0489795918571429,0.295918367285714,0.142857142857143,0.453061224428572
1463.1,1.7,,0.58,0,1,0,0.5,1
