"","Elevation","Body_length","Proboscis_length","Head_diameter","Pollen_head","Pollen_thorax","Pollen_legs","Pollen_abdomen","Pollen_max"
"1","1181.1",0.497846989377842,0,0.32770820807241,0.210808795653497,0.181250000043125,0.4010416666875,0.381944444416667,0.421875
"2","1181.1",0.497846989377842,0,0.32770820807241,0.210808795653497,0.181250000043125,0.4010416666875,0.381944444416667,0.421875
"3","1181.1",0.497846989377842,0,0.32770820807241,0.210808795653497,0.181250000043125,0.4010416666875,0.381944444416667,0.421875
"4","1181.1",0.94350527295437,0,0.401776532276317,0.451974057953414,0.4650000000465,0.469444444458333,0.55,0.525
"5","1181.1",0.0953465967472831,0,0.106437679966544,0,0.2250000000225,0.1875,0.166666666666667,0.1875
"6","1181.1",0.595388555061938,0,0.462386877825677,0,0.0250000000025,0.104166666666667,0.277777777777778,0.208333333333333
"7","1181.1",0.0953640189806477,0,0.110931233284986,0.147425617789555,0.239322916673932,0.20629340278125,0.173958333333333,0.243185763875
"8","1181.1",0.0953640189806477,0,0.110931233284986,0.147425617789555,0.239322916673932,0.20629340278125,0.173958333333333,0.243185763875
"9","1181.1",0.0953640189806477,0,0.110931233284986,0.147425617789555,0.239322916673932,0.20629340278125,0.173958333333333,0.243185763875
"10","1181.1",0.382850007483733,0.307105519653104,0.322265493738059,0.333086820300522,0.65450396831545,0.479257605833333,0.400191064074074,0.550586970902778
"11","1181.1",0.382850007483733,0.307105519653104,0.322265493738059,0.333086820300522,0.65450396831545,0.479257605833333,0.400191064074074,0.550586970902778
"12","1181.1",0.382850007483733,0.307105519653104,0.322265493738059,0.333086820300522,0.65450396831545,0.479257605833333,0.400191064074074,0.550586970902778
"13","1181.1",0.382850007483733,0.307105519653104,0.322265493738059,0.333086820300522,0.65450396831545,0.479257605833333,0.400191064074074,0.550586970902778
"14","1181.1",0.382850007483733,0.307105519653104,0.322265493738059,0.333086820300522,0.65450396831545,0.479257605833333,0.400191064074074,0.550586970902778
"15","1181.1",0.382850007483733,0.307105519653104,0.322265493738059,0.333086820300522,0.65450396831545,0.479257605833333,0.400191064074074,0.550586970902778
"16","1181.1",0.382850007483733,0.307105519653104,0.322265493738059,0.333086820300522,0.65450396831545,0.479257605833333,0.400191064074074,0.550586970902778
"17","1181.1",0.382850007483733,0.307105519653104,0.322265493738059,0.333086820300522,0.65450396831545,0.479257605833333,0.400191064074074,0.550586970902778
"18","1181.1",0.259185390271936,0.268706418133803,0.25856858246859,0.177201221880338,0.541270085641627,0.3656731655,0.209066846041667,0.464216299375
"19","1181.1",0.259185390271936,0.268706418133803,0.25856858246859,0.177201221880338,0.541270085641627,0.3656731655,0.209066846041667,0.464216299375
"20","1181.1",0.259185390271936,0.268706418133803,0.25856858246859,0.177201221880338,0.541270085641627,0.3656731655,0.209066846041667,0.464216299375
"21","1181.1",0.259185390271936,0.268706418133803,0.25856858246859,0.177201221880338,0.541270085641627,0.3656731655,0.209066846041667,0.464216299375
"22","1181.1",0.259185390271936,0.268706418133803,0.25856858246859,0.177201221880338,0.541270085641627,0.3656731655,0.209066846041667,0.464216299375
"23","1181.1",0.318367872740563,0.281678642899061,0.257652228145528,0.140595247973676,0.56829545458183,0.37455095309375,0.195918866041667,0.4798295454375
"24","1181.1",0.318367872740563,0.281678642899061,0.257652228145528,0.140595247973676,0.56829545458183,0.37455095309375,0.195918866041667,0.4798295454375
"25","1181.1",0.318367872740563,0.281678642899061,0.257652228145528,0.140595247973676,0.56829545458183,0.37455095309375,0.195918866041667,0.4798295454375
"26","1181.1",0.318367872740563,0.281678642899061,0.257652228145528,0.140595247973676,0.56829545458183,0.37455095309375,0.195918866041667,0.4798295454375
"27","1181.1",0.318367872740563,0.281678642899061,0.257652228145528,0.140595247973676,0.56829545458183,0.37455095309375,0.195918866041667,0.4798295454375
"28","1181.1",0.318367872740563,0.281678642899061,0.257652228145528,0.140595247973676,0.56829545458183,0.37455095309375,0.195918866041667,0.4798295454375
"29","1181.1",0.318367872740563,0.281678642899061,0.257652228145528,0.140595247973676,0.56829545458183,0.37455095309375,0.195918866041667,0.4798295454375
"30","1181.1",0.318367872740563,0.281678642899061,0.257652228145528,0.140595247973676,0.56829545458183,0.37455095309375,0.195918866041667,0.4798295454375
"31","1181.1",0.318367872740563,0.281678642899061,0.257652228145528,0.140595247973676,0.56829545458183,0.37455095309375,0.195918866041667,0.4798295454375
"32","1181.1",0.318367872740563,0.281678642899061,0.257652228145528,0.140595247973676,0.56829545458183,0.37455095309375,0.195918866041667,0.4798295454375
"33","1181.1",0.318367872740563,0.281678642899061,0.257652228145528,0.140595247973676,0.56829545458183,0.37455095309375,0.195918866041667,0.4798295454375
"34","1181.1",0.595380813393884,0.464625648638498,0.589493440011366,0.572192766563776,0.858631579045863,0.651754386,0.835789473666667,0.72342105265
"35","1181.1",0.595380813393884,0.464625648638498,0.589493440011366,0.572192766563776,0.858631579045863,0.651754386,0.835789473666667,0.72342105265
"36","1181.1",0.595380813393884,0.464625648638498,0.589493440011366,0.572192766563776,0.858631579045863,0.651754386,0.835789473666667,0.72342105265
"37","1181.1",0.595380813393884,0.464625648638498,0.589493440011366,0.572192766563776,0.858631579045863,0.651754386,0.835789473666667,0.72342105265
"38","1181.1",0.595380813393884,0.464625648638498,0.589493440011366,0.572192766563776,0.858631579045863,0.651754386,0.835789473666667,0.72342105265
"39","1181.1",0.0419565194719775,0,0.084166752364849,0,0.03750000000375,0.125,0,0.15625
"40","1181.1",0.032539288915282,0,0.0321957454440961,0.0219722995843641,0.109714285750971,0.0407142857,0.0209523809333333,0.10142857145
"41","1181.1",0.032539288915282,0,0.0321957454440961,0.0219722995843641,0.109714285750971,0.0407142857,0.0209523809333333,0.10142857145
"42","1181.1",0.0707103887777095,0.0469483568075117,0.106584132342752,0.120276842535698,0.183482923368348,0.12145406678125,0.06480065075,0.152902436125
"43","1181.1",0.0707103887777095,0.0469483568075117,0.106584132342752,0.120276842535698,0.183482923368348,0.12145406678125,0.06480065075,0.152902436125
"44","1181.1",0.0707103887777095,0.0469483568075117,0.106584132342752,0.120276842535698,0.183482923368348,0.12145406678125,0.06480065075,0.152902436125
"45","1181.1",0.0707103887777095,0.0469483568075117,0.106584132342752,0.120276842535698,0.183482923368348,0.12145406678125,0.06480065075,0.152902436125
"46","1181.1",0.0707103887777095,0.0469483568075117,0.106584132342752,0.120276842535698,0.183482923368348,0.12145406678125,0.06480065075,0.152902436125
"47","1181.1",0.0707103887777095,0.0469483568075117,0.106584132342752,0.120276842535698,0.183482923368348,0.12145406678125,0.06480065075,0.152902436125
"48","1181.1",0.191358538175869,0.117264191197183,0.17330830933683,0.0607129331579212,0.150000000015,0.225,0.105555555533333,0.225
