"","Elevation","Plant_height","Leaf_inclination","Number_leaves","Leaf_width","Leaf_length","Leaf_thickness","Leaf_Area","Leaf_weight_fresh","Leaf_weight_dry","Succulence","Specific_leaf_weight","Leaf_lobation"
"1","1181.1",301.275862068966,117.413793103448,6.6551724137931,12.1072413793103,59.8648275862069,0.198275862068966,3.93003164489655,0.866441379310345,0.301010714285714,1.67917717925,0.789226289071429,2.91995985924138
"2","1181.1",103.829268292683,101.219512195122,4.85365853658537,38.7238636363636,31.7497727272727,0.251818181818182,8.08765475544444,0.360687878787879,0.21820303030303,0.2044249133125,0.4663230554,4.20687579940741
"3","1181.1",101.75,121.458333333333,7.125,9.9,26.76,0.33625,1.04418180128571,0.0419764705882353,0.0276429411764706,0.0881516051428572,0.586190863571429,4.65678192321429
"4","1181.1",111.4,158.375,119.125,0.65775,2.186,0.29725,0.01089754795,0.0051,0.0043,0.682414228,3.667976475,2.2463412773
"5","1181.1",158.612903225806,135.483870967742,13.9677419354839,6.45294117647059,34.0564705882353,0.212352941176471,0.413193793291667,0.0773208333333333,0.0254608695652174,1.19034805921739,0.611938517347826,2.1963096144
"6","1181.1",258.857142857143,122.142857142857,6.42857142857143,14.3442857142857,46.7838571428571,0.191428571428571,5.24220106985714,0.445971428571429,0.407314285714286,0.0778178281428571,0.797356263,2.877122881
"7","1181.1",206.958333333333,115.416666666667,121.916666666667,1.885,7.8875,0.107083333333333,0.111596736875,0.011695652173913,0.00465652173913044,0.653381497565217,0.410347998782609,2.17238238616667
"8","1181.1",265.214285714286,87.9285714285714,14.4642857142857,12.9875,24.9503571428571,0.227857142857143,2.41476121189286,0.0654285714285714,0.0547548148148148,0.0508972693703704,0.285453076962963,2.20048012989286
"9","1181.1",221.056338028169,133.380281690141,4.94366197183099,15.8695774647887,68.6512676056338,0.218732394366197,5.57522242049296,0.372601694915254,0.242222166666667,0.252129436258621,0.483569774116667,3.38568207642254
"10","1181.1",294.222222222222,120.185185185185,7.40740740740741,11.07125,33.2958333333333,0.28375,2.72100341045833,0.197522727272727,0.178372727272727,0.0775256197272727,0.649451826272727,2.52462955304167
"11","1181.1",104.928571428571,128.214285714286,4.57142857142857,9.52,9.11785714285714,0.223571428571429,0.508190117571429,0.185114285714286,0.0852285714285714,2.86382796064286,2.97419466221429,3.04037237835714
"12","1181.1",138.607142857143,126.571428571429,3,13.4042857142857,15.1196428571429,0.235357142857143,1.29621256771429,0.0868615384615385,0.079604,0.0342152212631579,0.495931787,2.23478555185714
"13","1181.1",387.6,119.333333333333,3.3,45.1916666666667,48.788,0.171333333333333,7.96051264756667,0.547992857142857,0.437982142857143,0.152694058428571,0.566312551071429,4.89624582963333
"14","1181.1",293.416666666667,129.583333333333,5.875,15.6842857142857,109.004285714286,0.372857142857143,9.60521277429167,1.08040869565217,0.679108695652174,0.373562420521739,0.69134456073913,3.38271248485714
"15","1181.1",343.642857142857,130,7.21428571428571,NA,NA,NA,15.3726786535385,1.75381538461538,1.09553846153846,0.399466865846154,1.23816820723077,NA
"16","1181.1",46.7647058823529,155.882352941176,14.2941176470588,4.04705882352941,10.3088235294118,0.228823529411765,0.2494775703,0.0294764705882353,0.0147764705882353,0.1012445223,0.5778751058,2.398683154
"17","1181.1",55.7241379310345,107.844827586207,5.27586206896552,14.4508771929825,10.9970175438596,0.144561403508772,0.74304078966,0.0626482142857143,0.0356218181818182,0.363634945604167,0.613107795520833,3.97666911840816
"18","1181.1",94.5882352941177,91.1764705882353,4.17647058823529,8.78,19.5041176470588,0.2,1.18256607764706,0.0901214285714286,0.0687428571428571,0.3231091865,0.522099341928571,2.60385946382353
"19","1181.1",341.727272727273,98.1515151515152,2.15151515151515,45.5898507462687,41.7916417910448,0.24089552238806,7.95918687052542,0.710111111111111,0.419944193548387,0.380324632981132,0.755530963777778,5.57224619987931
"20","1181.1",482.754716981132,134.811320754717,3.13461538461538,27.2133333333333,54.6621568627451,0.301176470588235,11.5869841168727,1.46334655172414,0.542381034482759,1.01063013428261,0.511818758945455,2.27223962514
