Hypervolume Variant,H.F-stat,H.R2,H.p-val,M.F-stat,M.R2,M.p-val,N.F-stat,N.R2,N.p-val,L.F-stat,L.R2,L.p-val
pollinator_all_traits,1.17822573863098,0.0076893607233246,0.289469024550866,1.09347969773935,0.00404788273412526,0.30705554170461,0.966652825864187,-0.00145198233232557,0.33620615043602,4.38219425027679,0.128199884292843,0.0480614753166309
pollinator_all_traits_weighted,9.53981044805287,0.27076289700974,0.00536543877199357,26.6630061991863,0.527361710744771,3.5480940632604e-05,13.0318130937784,0.343453907497447,0.00155372688076952,12.0661711476388,0.324843408426481,0.00215614917835099
pollinator_morphology_weighted,8.58570945140031,0.24801482742958,0.00774949712832128,24.5490757687128,0.505897816010795,5.8795111835732e-05,12.1647650749747,0.326791799986729,0.00208418694027071,18.168901971518,0.427417756743555,0.000317774832076821
pollinator_pollen_weighted,27.1931145802575,0.532454893408385,3.13738193456723e-05,27.2999341900654,0.533467937070091,3.06108135362697e-05,26.3062803042574,0.523871433380208,3.85740162614654e-05,11.2395348508809,0.308052892340926,0.00287922486983981
